DeltaL0
-6.897166497104138
-6.3550653020547285
-5.887323970058817
-5.47929910832275
-5.1200078810487035
-4.801041664724796
-4.515847096898204
-4.259236729324621
-4.027047707450312
-3.8158985278479767
-3.623012359255217
-3.4460865134748837
-3.283194529378206
-3.132711702904654
-2.9932577365588706
-2.8636520666857312
-2.7428786993559733
-2.630058273667122
-2.5244256481965617
-2.425311797608362
-2.3321290606739518
-2.244359040901978
-2.1615426161512623
-2.0832716386327492
-2.0091819993690305
-1.9389478012859567
-1.8722764386990443
-1.8089044221683588
-1.7485938197021016
-1.691129210258232
-1.6363150651791343
-1.5839734887437158
-1.533942261438198
-1.4860731394626363
-1.440230372013979
-1.3962894043538683
-1.3541357399582032
-1.3136639393429475
-1.2747767367208627
-1.2373842585549264
-1.2014033305075427
-1.1667568612850427
-1.1333732935726488
-1.101186113653748
-1.0701334125021023
-1.0401574921231171
-1.0112045117787374
-0.9832241694397825
-0.9561694144298987
-0.9299961877374803
-0.9046631869298429
-0.8801316529804744
-0.8563651766584333
-0.8333295224057595
-0.810992467883167
-0.7893236575781652
-0.768294469049789
-0.7478778905545147
-0.7280484089334174
-0.7087819067703867
-0.6900555679326907
-0.6718477907078715
-0.6541381078294028
-0.6369071127628858
-0.6201363916833245
-0.6038084606384748
-0.587906707439529
-0.5724153378706052
-0.5573193258430966
-0.542604367162812
-0.5282568366055176
-0.5142637480293557
-0.5006127172730608
-0.4872919276170462
-0.4742900976011346
-0.46159645101492486
-0.44920068888870257
-0.4370929633325533
-0.4252638530811268
-0.413704340617316
-0.40240579075454064
-0.39135993057187823
-0.3805588306017873
-0.3699948871816363
-0.3596608058836459
-0.3495495859485669
-0.3396545056515454
-0.3299691085370724
-0.32048719046137975
-0.3112027873884804
-0.3021101638906909
-0.29320380230222676
-0.2844783924846679
-0.2759288221719398
-0.2675501678421748
-0.25933768609506447
-0.2512868054974875
-0.24339311886876458
-0.23565237597801847
-0.22806047662822415
-0.2206134641031443
-0.21330751895516387
-0.20613895311340724
-0.19910420429307574
-0.19219983068809987
-0.1854225059305077
-0.17876901430097525
-0.1722362461760243
-0.16582119369835957
-0.15952094665764482
-0.15333268856986426
-0.14725369294417878
-0.14128131972690094
-0.13541301191281008
-0.12964629231471814
-0.12397876048271161
-0.11840808976500172
-0.11293202450288131
-0.10754837735266709
-0.10225502672797471
-0.0970499143560446
-0.09193104294224796
-0.08689647393719269
-0.08194432540123331
-0.0770727699614282
-0.07228003285631557
-0.06756439006416581
-0.06292416651050181
-0.058357734351082824
-0.05386351132659861
-0.04943995918607946
-0.04508558217308023
-0.04079892557816778
-0.03657857434589529
-0.032423151740185396
-0.02833131806278888
-0.024301769422783392
-0.020333236554765932
-0.016424483683499247
-0.012574307432888787
-0.008781535777289129
-0.005045027033235838
-0.0013636688897866733
0.0022636225242216312
0.005837903537653677
0.00936020380083602
0.012831527117042052
0.01625285224313644
0.019625133660676086
0.022949302318748366
0.026226266349747007
0.0294569117592145
0.03264210309085791
0.0357826840677673
0.03887947821082638
0.041933289435247545
0.04494490262614392
0.047915084193976276
0.05084458261070701
0.053734128927423574
0.056584437274187493
0.05939620534280432
0.062170114853199454
0.06490683200404368
0.06760700790824559
0.07027127901389729
0.07290026751124012
0.07549458172619106
0.07805481650093338
0.08058155356182817
0.08307536187662734
0.08553679799762315
0.08796640639628206
0.0903647197859142
0.09273225943434382
0.09506953546666164
0.09737704715848072
0.09965528321997696
0.1019047220711029
0.10412583210825554
0.1063190719627366
0.10848489075127177
0.11062372831889011
0.11273601547442258
0.11482217421888652
0.11688261796700883
0.11891775176210506
0.12092797248458198
0.12291366905424816
0.12487522262666528
0.1268130067837382
0.12872738771874181
0.1306187244159699
0.13248736882518675
0.13433366603106422
0.13615795441775813
0.1379605658288019
0.13974182572244864
0.1415020533226401
0.1432415617657251
0.14496065824306759
0.14665964413969534
0.14833881516909087
0.14999846150426577
0.15163886790524128
0.1532603138430284
0.1548630736202452
0.15644741648845573
0.1580136067621869
0.15956190393066383
0.16109256276500206
0.16260583342409318
0.16410196155690693
0.16558118840225367
0.16704375088591528
0.16848988171524493
0.16991980947128837
0.17133375869852085
0.17273194999227437
0.1741146000838919
0.17548192192372303
0.17683412476199067
0.17817141422760052
0.179493992404963
0.18080205790887727
0.1820958059575325
0.18337542844368537
0.1846411140040729
0.1858930480870904
0.18713141301881608
0.18835638806739385
0.18956814950585354
0.19076687067338982
0.19195272203515767
0.19312587124061498
0.19428648318046793
0.19543472004223317
0.19657074136449149
0.1976947040898306
0.19880676261654096
0.1999070688490936
0.20099577224741016
0.2020730198750037
0.2031389564459729
0.20419372437091077
