DeltaL2
-9.60313007798631
-9.042501956676254
-8.557087226261329
-8.132148112988174
-7.756623808161915
-7.422040365907252
-7.121789035457914
-6.85063490636581
-6.604374074800754
-6.379589241098824
-6.173472128225642
-5.983692240820225
-5.808298380939503
-5.645643719452307
-5.494328071742414
-5.353152917552107
-5.221085981919176
-5.097233085437617
-4.980815551439383
-4.871151950763451
-4.767643220399542
-4.669760453258392
-4.577034812296164
-4.489049147863877
-4.405430990298252
-4.325846660250628
-4.249996293142212
-4.177609615581698
-4.108442343783076
-4.0422730991431655
-3.978900755954233
-3.918142151877774
-3.859830104310313
-3.8038116857554134
-3.7499467194016636
-3.6981064626204496
-3.6481724514294864
-3.6000354832972326
-3.553594719255604
-3.508756889222055
-3.4654355868886517
-3.423550642551477
-3.3830275639674987
-3.343797036735917
-3.305794476909224
-3.2689596295340477
-3.2332362076914247
-3.198571567320889
-3.1649164137415404
-3.1322245362986703
-3.1004525680298833
-3.0695597676236717
-3.0395078212873177
-3.010260662418948
-2.9817843072377594
-2.9540467047429333
-2.9270175995524172
-2.9006684063474197
-2.874972094784073
-2.849903083866839
-2.8254371448790527
-2.8015513120721427
-2.7782238003930946
-2.7554339296117107
-2.73316205426694
-2.711389498918888
-2.6900984982386156
-2.6692721415202767
-2.648894321233417
-2.628949685277669
-2.60942359262878
-2.5903020720997225
-2.571571783959638
-2.5532199841837997
-2.5352344911233775
-2.5176036544077744
-2.5003163259026975
-2.48336183256896
-2.466729951075673
-2.450410884038881
-2.4343952377616
-2.418674001367709
-2.4032385272264696
-2.388080512577419
-2.373191982267231
-2.3585652725226742
-2.344193015685776
-2.3300681258471134
-2.3161837853131235
-2.302533431852655
-2.289110746672998
-2.2759096430705474
-2.2629242557146054
-2.250148930534647
-2.23757821514981
-2.2252068498244917
-2.213029758909313
-2.201042042738354
-2.1892389699543027
-2.177615970235319
-2.166168627399076
-2.154892672861296
-2.1437839794275058
-2.132838555398341
-2.1220525389699003
-2.1114221929120034
-2.1009438995083065
-2.0906141557432334
-2.0804295687217644
-2.070386851308932
-2.060482817976756
-2.0507143808471384
-2.0410785459199556
-2.031572409476229
-2.022193154646937
-2.012938048138583
-2.0038044371071395
-1.9947897461725923
-1.9858914745666736
-1.9771071934068885
-1.9684345430902916
-1.9598712308009199
-1.9514150281250684
-1.943063768769007
-1.9348153463739752
-1.9266677124236353
-1.9186188742394557
-1.9106668930596422
-1.9028098821976456
-1.8950460052763303
-1.8873734745349848
-1.8797905492011395
-1.872295533935449
-1.8648867773311961
-1.8575626704770873
-1.8503216455759333
-1.8431621746173894
-1.8360827681022998
-1.829081973816296
-1.8221583756504285
-1.815310592466731
-1.8085372770067232
-1.8018371148409393
-1.7952088233577173
-1.7886511507894958
-1.7821628752750134
-1.7757428039558811
-1.769389772106026
-1.763102642292633
-1.756880303567248
-1.7507216706857656
-1.7446256833561238
-1.7385913055125295
-1.7326175246151325
-1.726703350974109
