r,radwave
4.237,-0.000484
4.24,-0.000483
4.243,-0.000481
4.246,-0.000479
4.249,-0.000478
4.252,-0.000476
4.255,-0.000475
4.258,-0.000473
4.261,-0.000471
4.264,-0.00047
4.267,-0.000468
4.27,-0.000467
4.273,-0.000465
4.276,-0.000464
4.279,-0.000462
4.282,-0.00046
4.285,-0.000459
4.288,-0.000457
4.291,-0.000456
4.294,-0.000454
4.297,-0.000453
4.3,-0.000451
4.303,-0.00045
4.306,-0.000448
4.309,-0.000447
4.312,-0.000445
4.315,-0.000444
4.318,-0.000442
4.321,-0.000441
4.324,-0.000439
4.327,-0.000438
4.33,-0.000436
4.333,-0.000435
4.336,-0.000433
4.339,-0.000432
4.342,-0.000431
4.345,-0.000429
4.348,-0.000428
4.351,-0.000426
4.354,-0.000425
4.357,-0.000423
4.36,-0.000422
4.363,-0.000421
4.366,-0.000419
4.369,-0.000418
4.372,-0.000416
4.375,-0.000415
4.378,-0.000414
4.381,-0.000412
4.384,-0.000411
4.387,-0.00041
4.39,-0.000408
4.393,-0.000407
4.396,-0.000405
4.399,-0.000404
4.402,-0.000403
4.405,-0.000401
4.408,-0.0004
4.411,-0.000399
4.414,-0.000397
4.417,-0.000396
4.42,-0.000395
4.423,-0.000393
4.426,-0.000392
4.429,-0.000391
4.432,-0.000389
4.435,-0.000388
4.438,-0.000387
4.441,-0.000386
4.444,-0.000384
4.447,-0.000383
4.45,-0.000382
4.453,-0.00038
4.456,-0.000379
4.459,-0.000378
4.462,-0.000377
4.465,-0.000375
4.468,-0.000374
4.471,-0.000373
4.474,-0.000372
4.477,-0.00037
4.48,-0.000369
4.483,-0.000368
4.486,-0.000367
4.489,-0.000365
4.492,-0.000364
4.495,-0.000363
4.498,-0.000362
4.501,-0.000361
4.504,-0.000359
4.507,-0.000358
4.51,-0.000357
4.513,-0.000356
4.516,-0.000355
4.519,-0.000353
4.522,-0.000352
4.525,-0.000351
4.528,-0.00035
4.531,-0.000349
4.534,-0.000348
4.537,-0.000346
4.54,-0.000345
4.543,-0.000344
4.546,-0.000343
4.549,-0.000342
4.552,-0.000341
4.555,-0.00034
4.558,-0.000338
4.561,-0.000337
4.564,-0.000336
4.567,-0.000335
4.57,-0.000334
4.573,-0.000333
4.576,-0.000332
4.579,-0.000331
4.582,-0.000329
4.585,-0.000328
4.588,-0.000327
4.591,-0.000326
4.594,-0.000325
4.597,-0.000324
4.6,-0.000323
4.603,-0.000322
4.606,-0.000321
4.609,-0.00032
4.612,-0.000319
4.615,-0.000318
4.618,-0.000317
4.621,-0.000315
4.624,-0.000314
4.627,-0.000313
4.63,-0.000312
4.633,-0.000311
4.636,-0.00031
4.639,-0.000309
4.642,-0.000308
4.645,-0.000307
4.648,-0.000306
4.651,-0.000305
4.654,-0.000304
4.657,-0.000303
4.66,-0.000302
4.663,-0.000301
4.666,-0.0003
4.669,-0.000299
4.672,-0.000298
4.675,-0.000297
4.678,-0.000296
4.681,-0.000295
4.684,-0.000294
4.687,-0.000293
4.69,-0.000292
4.693,-0.000291
4.696,-0.00029
4.699,-0.000289
4.702,-0.000288
4.705,-0.000287
4.708,-0.000286
4.711,-0.000285
4.714,-0.000284
4.717,-0.000283
4.72,-0.000283
4.723,-0.000282
4.726,-0.000281
4.729,-0.00028
4.732,-0.000279
4.735,-0.000278
4.738,-0.000277
4.741,-0.000276
4.744,-0.000275
4.747,-0.000274
4.75,-0.000273
4.753,-0.000272
4.756,-0.000271
4.759,-0.000271
4.762,-0.00027
4.765,-0.000269
4.768,-0.000268
4.771,-0.000267
4.774,-0.000266
4.777,-0.000265
4.78,-0.000264
4.783,-0.000263
4.786,-0.000263
4.789,-0.000262
4.792,-0.000261
4.795,-0.00026
4.798,-0.000259
4.801,-0.000258
4.804,-0.000257
4.807,-0.000256
4.81,-0.000256
4.813,-0.000255
4.816,-0.000254
4.819,-0.000253
4.822,-0.000252
4.825,-0.000251
4.828,-0.000251
4.831,-0.00025
4.834,-0.000249
4.837,-0.000248
4.84,-0.000247
4.843,-0.000246
4.846,-0.000246
4.849,-0.000245
4.852,-0.000244
4.855,-0.000243
4.858,-0.000242
4.861,-0.000242
4.864,-0.000241
4.867,-0.00024
4.87,-0.000239
4.873,-0.000238
4.876,-0.000238
4.879,-0.000237
4.882,-0.000236
4.885,-0.000235
4.888,-0.000234
4.891,-0.000234
4.894,-0.000233
4.897,-0.000232
4.9,-0.000231
4.903,-0.00023
4.906,-0.00023
4.909,-0.000229
4.912,-0.000228
4.915,-0.000227
4.918,-0.000227
4.921,-0.000226
4.924,-0.000225
4.927,-0.000224
4.93,-0.000224
4.933,-0.000223
4.936,-0.000222
4.939,-0.000221
4.942,-0.000221
4.945,-0.00022
4.948,-0.000219
4.951,-0.000219
4.954,-0.000218
4.957,-0.000217
4.96,-0.000216
4.963,-0.000216
4.966,-0.000215
4.969,-0.000214
4.972,-0.000213
4.975,-0.000213
4.978,-0.000212
4.981,-0.000211
4.984,-0.000211
4.987,-0.00021
4.99,-0.000209
4.993,-0.000209
4.996,-0.000208
4.999,-0.000207
5.002,-0.000206
5.005,-0.000206
5.008,-0.000205
5.011,-0.000204
5.014,-0.000204
5.017,-0.000203
5.02,-0.000202
5.023,-0.000202
5.026,-0.000201
5.029,-0.0002
5.032,-0.0002
5.035,-0.000199
5.038,-0.000198
5.041,-0.000198
5.044,-0.000197
5.047,-0.000196
5.05,-0.000196
5.053,-0.000195
5.056,-0.000194
5.059,-0.000194
5.062,-0.000193
5.065,-0.000193
5.068,-0.000192
5.071,-0.000191
5.074,-0.000191
5.077,-0.00019
5.08,-0.000189
5.083,-0.000189
5.086,-0.000188
5.089,-0.000187
5.092,-0.000187
5.095,-0.000186
5.098,-0.000186
5.101,-0.000185
5.104,-0.000184
5.107,-0.000184
5.11,-0.000183
5.113,-0.000183
5.116,-0.000182
5.119,-0.000181
5.122,-0.000181
5.125,-0.00018
5.128,-0.000179
5.131,-0.000179
5.134,-0.000178
5.137,-0.000178
5.14,-0.000177
5.143,-0.000177
5.146,-0.000176
5.149,-0.000175
5.152,-0.000175
5.155,-0.000174
5.158,-0.000174
5.161,-0.000173
5.164,-0.000172
5.167,-0.000172
5.17,-0.000171
5.173,-0.000171
5.176,-0.00017
5.179,-0.00017
5.182,-0.000169
5.185,-0.000168
5.188,-0.000168
5.191,-0.000167
5.194,-0.000167
5.197,-0.000166
5.2,-0.000166
5.203,-0.000165
5.206,-0.000165
5.209,-0.000164
5.212,-0.000164
5.215,-0.000163
5.218,-0.000162
5.221,-0.000162
5.224,-0.000161
5.227,-0.000161
5.23,-0.00016
5.233,-0.00016
5.236,-0.000159
5.239,-0.000159
5.242,-0.000158
5.245,-0.000158
5.248,-0.000157
5.251,-0.000157
5.254,-0.000156
5.257,-0.000156
5.26,-0.000155
5.263,-0.000155
5.266,-0.000154
5.269,-0.000153
5.272,-0.000153
5.275,-0.000152
5.278,-0.000152
5.281,-0.000151
5.284,-0.000151
5.287,-0.00015
5.29,-0.00015
5.293,-0.000149
5.296,-0.000149
5.299,-0.000148
5.302,-0.000148
5.305,-0.000147
5.308,-0.000147
5.311,-0.000147
5.314,-0.000146
5.317,-0.000146
5.32,-0.000145
5.323,-0.000145
5.326,-0.000144
5.329,-0.000144
5.332,-0.000143
5.335,-0.000143
5.338,-0.000142
5.341,-0.000142
5.344,-0.000141
5.347,-0.000141
5.35,-0.00014
5.353,-0.00014
5.356,-0.000139
5.359,-0.000139
5.362,-0.000138
5.365,-0.000138
5.368,-0.000138
5.371,-0.000137
5.374,-0.000137
5.377,-0.000136
5.38,-0.000136
5.383,-0.000135
5.386,-0.000135
5.389,-0.000134
5.392,-0.000134
5.395,-0.000133
5.398,-0.000133
5.401,-0.000133
5.404,-0.000132
5.407,-0.000132
5.41,-0.000131
5.413,-0.000131
5.416,-0.00013
5.419,-0.00013
5.422,-0.00013
5.425,-0.000129
5.428,-0.000129
5.431,-0.000128
5.434,-0.000128
5.437,-0.000127
5.44,-0.000127
5.443,-0.000127
5.446,-0.000126
5.449,-0.000126
5.452,-0.000125
5.455,-0.000125
5.458,-0.000124
5.461,-0.000124
5.464,-0.000124
5.467,-0.000123
5.47,-0.000123
5.473,-0.000122
5.476,-0.000122
5.479,-0.000122
5.482,-0.000121
5.485,-0.000121
5.488,-0.00012
5.491,-0.00012
5.494,-0.00012
5.497,-0.000119
5.5,-0.000119
5.503,-0.000118
5.506,-0.000118
5.509,-0.000118
5.512,-0.000117
5.515,-0.000117
5.518,-0.000116
5.521,-0.000116
5.524,-0.000116
5.527,-0.000115
5.53,-0.000115
5.533,-0.000115
5.536,-0.000114
5.539,-0.000114
5.542,-0.000113
5.545,-0.000113
5.548,-0.000113
5.551,-0.000112
5.554,-0.000112
5.557,-0.000112
5.56,-0.000111
5.563,-0.000111
5.566,-0.00011
5.569,-0.00011
5.572,-0.00011
5.575,-0.000109
5.578,-0.000109
5.581,-0.000109
5.584,-0.000108
5.587,-0.000108
5.59,-0.000108
5.593,-0.000107
5.596,-0.000107
5.599,-0.000106
5.602,-0.000106
5.605,-0.000106
5.608,-0.000105
5.611,-0.000105
5.614,-0.000105
5.617,-0.000104
5.62,-0.000104
5.623,-0.000104
5.626,-0.000103
5.629,-0.000103
5.632,-0.000103
5.635,-0.000102
5.638,-0.000102
5.641,-0.000102
5.644,-0.000101
5.647,-0.000101
5.65,-0.000101
5.653,-0.0001
5.656,-0.0001
5.659,-0.0001
5.662,-9.9e-05
5.665,-9.9e-05
5.668,-9.9e-05
5.671,-9.8e-05
5.674,-9.8e-05
5.677,-9.8e-05
5.68,-9.7e-05
5.683,-9.7e-05
5.686,-9.7e-05
5.689,-9.6e-05
5.692,-9.6e-05
5.695,-9.6e-05
5.698,-9.5e-05
5.701,-9.5e-05
5.704,-9.5e-05
5.707,-9.4e-05
5.71,-9.4e-05
5.713,-9.4e-05
5.716,-9.4e-05
5.719,-9.3e-05
5.722,-9.3e-05
5.725,-9.3e-05
5.728,-9.2e-05
5.731,-9.2e-05
5.734,-9.2e-05
5.737,-9.1e-05
5.74,-9.1e-05
5.743,-9.1e-05
5.746,-9e-05
5.749,-9e-05
5.752,-9e-05
5.755,-9e-05
5.758,-8.9e-05
5.761,-8.9e-05
5.764,-8.9e-05
5.767,-8.8e-05
5.77,-8.8e-05
5.773,-8.8e-05
5.776,-8.8e-05
5.779,-8.7e-05
5.782,-8.7e-05
5.785,-8.7e-05
5.788,-8.6e-05
5.791,-8.6e-05
5.794,-8.6e-05
5.797,-8.5e-05
5.8,-8.5e-05
5.803,-8.5e-05
5.806,-8.5e-05
5.809,-8.4e-05
5.812,-8.4e-05
5.815,-8.4e-05
5.818,-8.4e-05
5.821,-8.3e-05
5.824,-8.3e-05
5.827,-8.3e-05
5.83,-8.2e-05
5.833,-8.2e-05
5.836,-8.2e-05
5.839,-8.2e-05
5.842,-8.1e-05
5.845,-8.1e-05
5.848,-8.1e-05
5.851,-8.1e-05
5.854,-8e-05
5.857,-8e-05
5.86,-8e-05
5.863,-7.9e-05
5.866,-7.9e-05
5.869,-7.9e-05
5.872,-7.9e-05
5.875,-7.8e-05
5.878,-7.8e-05
5.881,-7.8e-05
5.884,-7.8e-05
5.887,-7.7e-05
5.89,-7.7e-05
5.893,-7.7e-05
5.896,-7.7e-05
5.899,-7.6e-05
5.902,-7.6e-05
5.905,-7.6e-05
5.908,-7.6e-05
5.911,-7.5e-05
5.914,-7.5e-05
5.917,-7.5e-05
5.92,-7.5e-05
5.923,-7.4e-05
5.926,-7.4e-05
5.929,-7.4e-05
5.932,-7.4e-05
5.935,-7.3e-05
5.938,-7.3e-05
5.941,-7.3e-05
5.944,-7.3e-05
5.947,-7.2e-05
5.95,-7.2e-05
5.953,-7.2e-05
5.956,-7.2e-05
5.959,-7.1e-05
5.962,-7.1e-05
5.965,-7.1e-05
5.968,-7.1e-05
5.971,-7.1e-05
5.974,-7e-05
5.977,-7e-05
5.98,-7e-05
5.983,-7e-05
5.986,-6.9e-05
5.989,-6.9e-05
5.992,-6.9e-05
5.995,-6.9e-05
5.998,-6.8e-05
6.001,-6.8e-05
6.004,-6.8e-05
6.007,-6.8e-05
6.01,-6.8e-05
6.013,-6.7e-05
6.016,-6.7e-05
6.019,-6.7e-05
6.022,-6.7e-05
6.025,-6.6e-05
6.028,-6.6e-05
6.031,-6.6e-05
6.034,-6.6e-05
6.037,-6.6e-05
6.04,-6.5e-05
6.043,-6.5e-05
6.046,-6.5e-05
6.049,-6.5e-05
6.052,-6.4e-05
6.055,-6.4e-05
6.058,-6.4e-05
6.061,-6.4e-05
6.064,-6.4e-05
6.067,-6.3e-05
6.07,-6.3e-05
6.073,-6.3e-05
6.076,-6.3e-05
6.079,-6.3e-05
6.082,-6.2e-05
6.085,-6.2e-05
6.088,-6.2e-05
6.091,-6.2e-05
6.094,-6.2e-05
6.097,-6.1e-05
6.1,-6.1e-05
6.103,-6.1e-05
6.106,-6.1e-05
6.109,-6.1e-05
6.112,-6e-05
6.115,-6e-05
6.118,-6e-05
6.121,-6e-05
6.124,-6e-05
6.127,-5.9e-05
6.13,-5.9e-05
6.133,-5.9e-05
6.136,-5.9e-05
6.139,-5.9e-05
6.142,-5.8e-05
6.145,-5.8e-05
6.148,-5.8e-05
6.151,-5.8e-05
6.154,-5.8e-05
6.157,-5.7e-05
6.16,-5.7e-05
6.163,-5.7e-05
6.166,-5.7e-05
6.169,-5.7e-05
6.172,-5.6e-05
6.175,-5.6e-05
6.178,-5.6e-05
6.181,-5.6e-05
6.184,-5.6e-05
6.187,-5.6e-05
6.19,-5.5e-05
6.193,-5.5e-05
6.196,-5.5e-05
6.199,-5.5e-05
6.202,-5.5e-05
6.205,-5.4e-05
6.208,-5.4e-05
6.211,-5.4e-05
6.214,-5.4e-05
6.217,-5.4e-05
6.22,-5.4e-05
6.223,-5.3e-05
6.226,-5.3e-05
6.229,-5.3e-05
6.232,-5.3e-05
6.235,-5.3e-05
6.238,-5.3e-05
6.241,-5.2e-05
6.244,-5.2e-05
6.247,-5.2e-05
6.25,-5.2e-05
6.253,-5.2e-05
6.256,-5.1e-05
6.259,-5.1e-05
6.262,-5.1e-05
6.265,-5.1e-05
6.268,-5.1e-05
6.271,-5.1e-05
6.274,-5e-05
6.277,-5e-05
6.28,-5e-05
6.283,-5e-05
6.286,-5e-05
6.289,-5e-05
6.292,-4.9e-05
6.295,-4.9e-05
6.298,-4.9e-05
6.301,-4.9e-05
6.304,-4.9e-05
6.307,-4.9e-05
6.31,-4.8e-05
6.313,-4.8e-05
6.316,-4.8e-05
6.319,-4.8e-05
6.322,-4.8e-05
6.325,-4.8e-05
6.328,-4.8e-05
6.331,-4.7e-05
6.334,-4.7e-05
6.337,-4.7e-05
6.34,-4.7e-05
6.343,-4.7e-05
6.346,-4.7e-05
6.349,-4.6e-05
6.352,-4.6e-05
6.355,-4.6e-05
6.358,-4.6e-05
6.361,-4.6e-05
6.364,-4.6e-05
6.367,-4.6e-05
6.37,-4.5e-05
6.373,-4.5e-05
6.376,-4.5e-05
6.379,-4.5e-05
6.382,-4.5e-05
6.385,-4.5e-05
6.388,-4.4e-05
6.391,-4.4e-05
6.394,-4.4e-05
6.397,-4.4e-05
6.4,-4.4e-05
6.403,-4.4e-05
6.406,-4.4e-05
6.409,-4.3e-05
6.412,-4.3e-05
6.415,-4.3e-05
6.418,-4.3e-05
6.421,-4.3e-05
6.424,-4.3e-05
6.427,-4.3e-05
6.43,-4.2e-05
6.433,-4.2e-05
6.436,-4.2e-05
6.439,-4.2e-05
6.442,-4.2e-05
6.445,-4.2e-05
6.448,-4.2e-05
6.451,-4.2e-05
6.454,-4.1e-05
6.457,-4.1e-05
6.46,-4.1e-05
6.463,-4.1e-05
6.466,-4.1e-05
6.469,-4.1e-05
6.472,-4.1e-05
6.475,-4e-05
6.478,-4e-05
6.481,-4e-05
6.484,-4e-05
6.487,-4e-05
6.49,-4e-05
6.493,-4e-05
6.496,-3.9e-05
6.499,-3.9e-05
6.502,-3.9e-05
6.505,-3.9e-05
6.508,-3.9e-05
6.511,-3.9e-05
6.514,-3.9e-05
6.517,-3.9e-05
6.52,-3.8e-05
6.523,-3.8e-05
6.526,-3.8e-05
6.529,-3.8e-05
6.532,-3.8e-05
6.535,-3.8e-05
6.538,-3.8e-05
6.541,-3.8e-05
6.544,-3.7e-05
6.547,-3.7e-05
6.55,-3.7e-05
6.553,-3.7e-05
6.556,-3.7e-05
6.559,-3.7e-05
6.562,-3.7e-05
6.565,-3.7e-05
6.568,-3.6e-05
6.571,-3.6e-05
6.574,-3.6e-05
6.577,-3.6e-05
6.58,-3.6e-05
6.583,-3.6e-05
6.586,-3.6e-05
6.589,-3.6e-05
6.592,-3.6e-05
6.595,-3.5e-05
6.598,-3.5e-05
6.601,-3.5e-05
6.604,-3.5e-05
6.607,-3.5e-05
6.61,-3.5e-05
6.613,-3.5e-05
6.616,-3.5e-05
6.619,-3.4e-05
6.622,-3.4e-05
6.625,-3.4e-05
6.628,-3.4e-05
6.631,-3.4e-05
6.634,-3.4e-05
6.637,-3.4e-05
6.64,-3.4e-05
6.643,-3.4e-05
6.646,-3.3e-05
6.649,-3.3e-05
6.652,-3.3e-05
6.655,-3.3e-05
6.658,-3.3e-05
6.661,-3.3e-05
6.664,-3.3e-05
6.667,-3.3e-05
6.67,-3.3e-05
6.673,-3.2e-05
6.676,-3.2e-05
6.679,-3.2e-05
6.682,-3.2e-05
6.685,-3.2e-05
6.688,-3.2e-05
6.691,-3.2e-05
6.694,-3.2e-05
6.697,-3.2e-05
6.7,-3.2e-05
6.703,-3.1e-05
6.706,-3.1e-05
6.709,-3.1e-05
6.712,-3.1e-05
6.715,-3.1e-05
6.718,-3.1e-05
6.721,-3.1e-05
6.724,-3.1e-05
6.727,-3.1e-05
6.73,-3.1e-05
6.733,-3e-05
6.736,-3e-05
6.739,-3e-05
6.742,-3e-05
6.745,-3e-05
6.748,-3e-05
6.751,-3e-05
6.754,-3e-05
6.757,-3e-05
6.76,-3e-05
6.763,-2.9e-05
6.766,-2.9e-05
6.769,-2.9e-05
6.772,-2.9e-05
6.775,-2.9e-05
6.778,-2.9e-05
6.781,-2.9e-05
6.784,-2.9e-05
6.787,-2.9e-05
6.79,-2.9e-05
6.793,-2.8e-05
6.796,-2.8e-05
6.799,-2.8e-05
6.802,-2.8e-05
6.805,-2.8e-05
6.808,-2.8e-05
6.811,-2.8e-05
6.814,-2.8e-05
6.817,-2.8e-05
6.82,-2.8e-05
6.823,-2.8e-05
6.826,-2.7e-05
6.829,-2.7e-05
6.832,-2.7e-05
6.835,-2.7e-05
6.838,-2.7e-05
6.841,-2.7e-05
6.844,-2.7e-05
6.847,-2.7e-05
6.85,-2.7e-05
6.853,-2.7e-05
6.856,-2.7e-05
6.859,-2.6e-05
6.862,-2.6e-05
6.865,-2.6e-05
6.868,-2.6e-05
6.871,-2.6e-05
6.874,-2.6e-05
6.877,-2.6e-05
6.88,-2.6e-05
6.883,-2.6e-05
6.886,-2.6e-05
6.889,-2.6e-05
6.892,-2.6e-05
6.895,-2.5e-05
6.898,-2.5e-05
6.901,-2.5e-05
6.904,-2.5e-05
6.907,-2.5e-05
6.91,-2.5e-05
6.913,-2.5e-05
6.916,-2.5e-05
6.919,-2.5e-05
6.922,-2.5e-05
6.925,-2.5e-05
6.928,-2.5e-05
6.931,-2.4e-05
6.934,-2.4e-05
6.937,-2.4e-05
6.94,-2.4e-05
6.943,-2.4e-05
6.946,-2.4e-05
6.949,-2.4e-05
6.952,-2.4e-05
6.955,-2.4e-05
6.958,-2.4e-05
6.961,-2.4e-05
6.964,-2.4e-05
6.967,-2.3e-05
6.97,-2.3e-05
6.973,-2.3e-05
6.976,-2.3e-05
6.979,-2.3e-05
6.982,-2.3e-05
6.985,-2.3e-05
6.988,-2.3e-05
6.991,-2.3e-05
6.994,-2.3e-05
6.997,-2.3e-05
7.0,-2.3e-05
7.003,-2.3e-05
7.006,-2.3e-05
7.009,-2.2e-05
7.012,-2.2e-05
7.015,-2.2e-05
7.018,-2.2e-05
7.021,-2.2e-05
7.024,-2.2e-05
7.027,-2.2e-05
7.03,-2.2e-05
7.033,-2.2e-05
7.036,-2.2e-05
7.039,-2.2e-05
7.042,-2.2e-05
7.045,-2.2e-05
7.048,-2.1e-05
7.051,-2.1e-05
7.054,-2.1e-05
7.057,-2.1e-05
7.06,-2.1e-05
7.063,-2.1e-05
7.066,-2.1e-05
7.069,-2.1e-05
7.072,-2.1e-05
7.075,-2.1e-05
7.078,-2.1e-05
7.081,-2.1e-05
7.084,-2.1e-05
7.087,-2.1e-05
7.09,-2.1e-05
7.093,-2e-05
7.096,-2e-05
7.099,-2e-05
7.102,-2e-05
7.105,-2e-05
7.108,-2e-05
7.111,-2e-05
7.114,-2e-05
7.117,-2e-05
7.12,-2e-05
7.123,-2e-05
7.126,-2e-05
7.129,-2e-05
7.132,-2e-05
7.135,-2e-05
7.138,-1.9e-05
7.141,-1.9e-05
7.144,-1.9e-05
7.147,-1.9e-05
7.15,-1.9e-05
7.153,-1.9e-05
7.156,-1.9e-05
7.159,-1.9e-05
7.162,-1.9e-05
7.165,-1.9e-05
7.168,-1.9e-05
7.171,-1.9e-05
7.174,-1.9e-05
7.177,-1.9e-05
7.18,-1.9e-05
7.183,-1.9e-05
7.186,-1.8e-05
7.189,-1.8e-05
7.192,-1.8e-05
7.195,-1.8e-05
7.198,-1.8e-05
7.201,-1.8e-05
7.204,-1.8e-05
7.207,-1.8e-05
7.21,-1.8e-05
7.213,-1.8e-05
7.216,-1.8e-05
7.219,-1.8e-05
7.222,-1.8e-05
7.225,-1.8e-05
7.228,-1.8e-05
7.231,-1.8e-05
7.234,-1.8e-05
7.237,-1.7e-05
7.24,-1.7e-05
7.243,-1.7e-05
7.246,-1.7e-05
7.249,-1.7e-05
7.252,-1.7e-05
7.255,-1.7e-05
7.258,-1.7e-05
7.261,-1.7e-05
7.264,-1.7e-05
7.267,-1.7e-05
7.27,-1.7e-05
7.273,-1.7e-05
7.276,-1.7e-05
7.279,-1.7e-05
7.282,-1.7e-05
7.285,-1.7e-05
7.288,-1.7e-05
7.291,-1.6e-05
7.294,-1.6e-05
7.297,-1.6e-05
7.3,-1.6e-05
7.303,-1.6e-05
7.306,-1.6e-05
7.309,-1.6e-05
7.312,-1.6e-05
7.315,-1.6e-05
7.318,-1.6e-05
7.321,-1.6e-05
7.324,-1.6e-05
7.327,-1.6e-05
7.33,-1.6e-05
7.333,-1.6e-05
7.336,-1.6e-05
7.339,-1.6e-05
7.342,-1.6e-05
7.345,-1.5e-05
7.348,-1.5e-05
7.351,-1.5e-05
7.354,-1.5e-05
7.357,-1.5e-05
7.36,-1.5e-05
7.363,-1.5e-05
7.366,-1.5e-05
7.369,-1.5e-05
7.372,-1.5e-05
7.375,-1.5e-05
7.378,-1.5e-05
7.381,-1.5e-05
7.384,-1.5e-05
7.387,-1.5e-05
7.39,-1.5e-05
7.393,-1.5e-05
7.396,-1.5e-05
7.399,-1.5e-05
7.402,-1.5e-05
7.405,-1.5e-05
7.408,-1.4e-05
7.411,-1.4e-05
7.414,-1.4e-05
7.417,-1.4e-05
7.42,-1.4e-05
7.423,-1.4e-05
7.426,-1.4e-05
7.429,-1.4e-05
7.432,-1.4e-05
7.435,-1.4e-05
7.438,-1.4e-05
7.441,-1.4e-05
7.444,-1.4e-05
7.447,-1.4e-05
7.45,-1.4e-05
7.453,-1.4e-05
7.456,-1.4e-05
7.459,-1.4e-05
7.462,-1.4e-05
7.465,-1.4e-05
7.468,-1.4e-05
7.471,-1.3e-05
7.474,-1.3e-05
7.477,-1.3e-05
7.48,-1.3e-05
7.483,-1.3e-05
7.486,-1.3e-05
7.489,-1.3e-05
7.492,-1.3e-05
7.495,-1.3e-05
7.498,-1.3e-05
7.501,-1.3e-05
7.504,-1.3e-05
7.507,-1.3e-05
7.51,-1.3e-05
7.513,-1.3e-05
7.516,-1.3e-05
7.519,-1.3e-05
7.522,-1.3e-05
7.525,-1.3e-05
7.528,-1.3e-05
7.531,-1.3e-05
7.534,-1.3e-05
7.537,-1.3e-05
7.54,-1.3e-05
7.543,-1.2e-05
7.546,-1.2e-05
7.549,-1.2e-05
7.552,-1.2e-05
7.555,-1.2e-05
7.558,-1.2e-05
7.561,-1.2e-05
7.564,-1.2e-05
7.567,-1.2e-05
7.57,-1.2e-05
7.573,-1.2e-05
7.576,-1.2e-05
7.579,-1.2e-05
7.582,-1.2e-05
7.585,-1.2e-05
7.588,-1.2e-05
7.591,-1.2e-05
7.594,-1.2e-05
7.597,-1.2e-05
7.6,-1.2e-05
7.603,-1.2e-05
7.606,-1.2e-05
7.609,-1.2e-05
7.612,-1.2e-05
7.615,-1.2e-05
7.618,-1.1e-05
7.621,-1.1e-05
7.624,-1.1e-05
7.627,-1.1e-05
7.63,-1.1e-05
7.633,-1.1e-05
7.636,-1.1e-05
7.639,-1.1e-05
7.642,-1.1e-05
7.645,-1.1e-05
7.648,-1.1e-05
7.651,-1.1e-05
7.654,-1.1e-05
7.657,-1.1e-05
7.66,-1.1e-05
7.663,-1.1e-05
7.666,-1.1e-05
7.669,-1.1e-05
7.672,-1.1e-05
7.675,-1.1e-05
7.678,-1.1e-05
7.681,-1.1e-05
7.684,-1.1e-05
7.687,-1.1e-05
7.69,-1.1e-05
7.693,-1.1e-05
7.696,-1.1e-05
7.699,-1.1e-05
7.702,-1e-05
7.705,-1e-05
7.708,-1e-05
7.711,-1e-05
7.714,-1e-05
7.717,-1e-05
7.72,-1e-05
7.723,-1e-05
7.726,-1e-05
7.729,-1e-05
7.732,-1e-05
7.735,-1e-05
7.738,-1e-05
7.741,-1e-05
7.744,-1e-05
7.747,-1e-05
7.75,-1e-05
7.753,-1e-05
7.756,-1e-05
7.759,-1e-05
7.762,-1e-05
7.765,-1e-05
7.768,-1e-05
7.771,-1e-05
7.774,-1e-05
7.777,-1e-05
7.78,-1e-05
7.783,-1e-05
7.786,-1e-05
7.789,-1e-05
7.792,-9e-06
7.795,-9e-06
7.798,-9e-06
7.801,-9e-06
7.804,-9e-06
7.807,-9e-06
7.81,-9e-06
7.813,-9e-06
7.816,-9e-06
7.819,-9e-06
7.822,-9e-06
7.825,-9e-06
7.828,-9e-06
7.831,-9e-06
7.834,-9e-06
7.837,-9e-06
7.84,-9e-06
7.843,-9e-06
7.846,-9e-06
7.849,-9e-06
7.852,-9e-06
7.855,-9e-06
7.858,-9e-06
7.861,-9e-06
7.864,-9e-06
7.867,-9e-06
7.87,-9e-06
7.873,-9e-06
7.876,-9e-06
7.879,-9e-06
7.882,-9e-06
7.885,-9e-06
7.888,-9e-06
7.891,-9e-06
7.894,-8e-06
7.897,-8e-06
7.9,-8e-06
7.903,-8e-06
7.906,-8e-06
7.909,-8e-06
7.912,-8e-06
7.915,-8e-06
7.918,-8e-06
7.921,-8e-06
7.924,-8e-06
7.927,-8e-06
7.93,-8e-06
7.933,-8e-06
7.936,-8e-06
7.939,-8e-06
7.942,-8e-06
7.945,-8e-06
7.948,-8e-06
7.951,-8e-06
7.954,-8e-06
7.957,-8e-06
7.96,-8e-06
7.963,-8e-06
7.966,-8e-06
7.969,-8e-06
7.972,-8e-06
7.975,-8e-06
7.978,-8e-06
7.981,-8e-06
7.984,-8e-06
7.987,-8e-06
7.99,-8e-06
7.993,-8e-06
7.996,-8e-06
7.999,-8e-06
8.002,-8e-06
8.005,-8e-06
8.008,-7e-06
8.011,-7e-06
8.014,-7e-06
8.017,-7e-06
8.02,-7e-06
8.023,-7e-06
8.026,-7e-06
8.029,-7e-06
8.032,-7e-06
8.035,-7e-06
8.038,-7e-06
8.041,-7e-06
8.044,-7e-06
8.047,-7e-06
8.05,-7e-06
8.053,-7e-06
8.056,-7e-06
