r,radwave
12.7,0.0
12.703,0.0
12.706,0.0
12.709,0.0
12.712,0.0
12.715,0.0
12.718,0.0
12.721,0.0
12.724,0.0
12.727,0.0
12.73,0.0
12.733,0.0
12.736,0.0
12.739,0.0
12.742,0.0
12.745,0.0
12.748,0.0
12.751,0.0
12.754,0.0
12.757,0.0
12.76,0.0
12.763,0.0
12.766,0.0
12.769,0.0
12.772,0.0
12.775,0.0
12.778,0.0
12.781,0.0
12.784,0.0
12.787,0.0
12.79,0.0
12.793,0.0
12.796,0.0
12.799,0.0
12.802,0.0
12.805,0.0
12.808,0.0
12.811,0.0
12.814,0.0
12.817,0.0
12.82,0.0
12.823,0.0
12.826,0.0
12.829,0.0
12.832,0.0
12.835,0.0
12.838,0.0
12.841,0.0
12.844,0.0
12.847,0.0
12.85,0.0
12.853,0.0
12.856,0.0
12.859,0.0
12.862,0.0
12.865,0.0
12.868,0.0
12.871,0.0
12.874,0.0
12.877,0.0
12.88,0.0
12.883,0.0
12.886,0.0
12.889,0.0
12.892,0.0
12.895,0.0
12.898,0.0
12.901,0.0
12.904,0.0
12.907,0.0
12.91,0.0
12.913,0.0
12.916,0.0
12.919,0.0
12.922,0.0
12.925,0.0
12.928,0.0
12.931,0.0
12.934,0.0
12.937,0.0
12.94,0.0
12.943,0.0
12.946,0.0
12.949,0.0
12.952,0.0
12.955,0.0
12.958,0.0
12.961,0.0
12.964,0.0
12.967,0.0
12.97,0.0
12.973,0.0
12.976,0.0
12.979,0.0
12.982,0.0
12.985,0.0
12.988,0.0
12.991,0.0
12.994,0.0
12.997,0.0
13.0,0.0
13.003,0.0
13.006,0.0
13.009,0.0
13.012,0.0
13.015,0.0
13.018,0.0
13.021,0.0
13.024,0.0
13.027,0.0
13.03,0.0
13.033,0.0
13.036,0.0
13.039,0.0
13.042,0.0
13.045,0.0
13.048,0.0
13.051,0.0
13.054,0.0
13.057,0.0
13.06,0.0
13.063,0.0
13.066,0.0
13.069,0.0
13.072,0.0
13.075,0.0
13.078,0.0
13.081,0.0
13.084,0.0
13.087,0.0
13.09,0.0
13.093,0.0
13.096,0.0
13.099,0.0
13.102,0.0
13.105,0.0
13.108,0.0
13.111,0.0
13.114,0.0
13.117,0.0
13.12,0.0
13.123,0.0
13.126,0.0
13.129,0.0
13.132,0.0
13.135,0.0
13.138,0.0
13.141,0.0
13.144,0.0
13.147,0.0
13.15,0.0
13.153,0.0
13.156,0.0
13.159,0.0
13.162,0.0
13.165,0.0
13.168,0.0
13.171,0.0
13.174,0.0
13.177,0.0
13.18,0.0
13.183,0.0
13.186,0.0
13.189,0.0
13.192,0.0
13.195,0.0
13.198,0.0
13.201,0.0
13.204,0.0
13.207,0.0
13.21,0.0
13.213,0.0
13.216,0.0
13.219,0.0
13.222,0.0
13.225,0.0
13.228,0.0
13.231,0.0
13.234,0.0
13.237,0.0
13.24,0.0
13.243,0.0
13.246,0.0
13.249,0.0
13.252,0.0
13.255,0.0
13.258,0.0
13.261,0.0
13.264,0.0
13.267,0.0
13.27,0.0
13.273,0.0
13.276,0.0
13.279,0.0
13.282,0.0
13.285,0.0
13.288,0.0
13.291,0.0
13.294,0.0
13.297,0.0
13.3,0.0
13.303,0.0
13.306,0.0
13.309,0.0
13.312,0.0
13.315,0.0
13.318,0.0
13.321,0.0
13.324,0.0
13.327,0.0
13.33,0.0
13.333,0.0
13.336,0.0
13.339,0.0
13.342,0.0
13.345,0.0
13.348,0.0
13.351,0.0
13.354,0.0
13.357,0.0
13.36,0.0
13.363,0.0
13.366,0.0
13.369,0.0
13.372,0.0
13.375,0.0
13.378,0.0
13.381,0.0
13.384,0.0
13.387,0.0
13.39,0.0
13.393,0.0
13.396,0.0
13.399,0.0
13.402,0.0
13.405,0.0
13.408,0.0
13.411,0.0
13.414,0.0
13.417,0.0
13.42,0.0
13.423,0.0
13.426,0.0
13.429,0.0
13.432,0.0
13.435,0.0
13.438,0.0
13.441,0.0
13.444,0.0
13.447,0.0
13.45,0.0
13.453,0.0
13.456,0.0
13.459,0.0
13.462,0.0
13.465,0.0
13.468,0.0
13.471,0.0
13.474,0.0
13.477,0.0
13.48,0.0
13.483,0.0
13.486,0.0
13.489,0.0
13.492,0.0
13.495,0.0
13.498,0.0
13.501,0.0
13.504,0.0
13.507,0.0
13.51,0.0
13.513,0.0
13.516,0.0
13.519,0.0
13.522,0.0
13.525,0.0
13.528,0.0
13.531,0.0
13.534,0.0
13.537,0.0
13.54,0.0
13.543,0.0
13.546,0.0
13.549,0.0
13.552,0.0
13.555,0.0
13.558,0.0
13.561,0.0
13.564,0.0
13.567,0.0
13.57,0.0
13.573,0.0
13.576,0.0
13.579,0.0
13.582,0.0
13.585,0.0
13.588,0.0
13.591,0.0
13.594,0.0
13.597,0.0
13.6,0.0
13.603,0.0
13.606,0.0
13.609,0.0
13.612,0.0
13.615,0.0
13.618,0.0
13.621,0.0
13.624,0.0
13.627,0.0
13.63,0.0
13.633,0.0
13.636,0.0
13.639,0.0
13.642,0.0
13.645,0.0
13.648,0.0
13.651,0.0
13.654,0.0
13.657,0.0
13.66,0.0
13.663,0.0
13.666,0.0
13.669,0.0
13.672,0.0
13.675,0.0
13.678,0.0
13.681,0.0
13.684,0.0
13.687,0.0
13.69,0.0
13.693,0.0
13.696,0.0
13.699,0.0
13.702,0.0
13.705,0.0
13.708,0.0
13.711,0.0
13.714,0.0
13.717,0.0
13.72,0.0
13.723,0.0
13.726,0.0
13.729,0.0
13.732,0.0
13.735,0.0
13.738,0.0
13.741,0.0
13.744,0.0
13.747,0.0
13.75,0.0
13.753,0.0
13.756,0.0
13.759,0.0
13.762,0.0
13.765,0.0
13.768,0.0
13.771,0.0
13.774,0.0
13.777,0.0
13.78,0.0
13.783,0.0
13.786,0.0
13.789,0.0
13.792,0.0
13.795,0.0
13.798,0.0
13.801,0.0
13.804,0.0
13.807,0.0
13.81,0.0
13.813,0.0
13.816,0.0
13.819,0.0
13.822,0.0
13.825,0.0
13.828,0.0
13.831,0.0
13.834,0.0
13.837,0.0
13.84,0.0
13.843,0.0
13.846,0.0
13.849,0.0
13.852,0.0
13.855,0.0
13.858,0.0
13.861,0.0
13.864,0.0
13.867,0.0
13.87,0.0
13.873,0.0
13.876,0.0
13.879,0.0
13.882,0.0
13.885,0.0
13.888,0.0
13.891,0.0
13.894,0.0
13.897,0.0
13.9,0.0
13.903,0.0
13.906,0.0
13.909,0.0
13.912,0.0
13.915,0.0
13.918,0.0
13.921,0.0
13.924,0.0
13.927,0.0
13.93,0.0
13.933,0.0
13.936,0.0
13.939,0.0
13.942,0.0
13.945,0.0
13.948,0.0
13.951,0.0
13.954,0.0
13.957,0.0
13.96,0.0
13.963,0.0
13.966,0.0
13.969,0.0
13.972,0.0
13.975,0.0
13.978,0.0
13.981,0.0
13.984,0.0
13.987,0.0
13.99,0.0
13.993,0.0
13.996,0.0
13.999,0.0
14.002,0.0
14.005,0.0
14.008,0.0
14.011,0.0
14.014,0.0
14.017,0.0
14.02,0.0
14.023,0.0
14.026,0.0
14.029,0.0
14.032,0.0
14.035,0.0
14.038,0.0
14.041,0.0
14.044,0.0
14.047,0.0
14.05,0.0
14.053,0.0
14.056,0.0
14.059,0.0
14.062,0.0
14.065,0.0
14.068,0.0
14.071,0.0
14.074,0.0
14.077,0.0
14.08,0.0
14.083,0.0
14.086,0.0
14.089,0.0
14.092,0.0
14.095,0.0
14.098,0.0
14.101,0.0
14.104,0.0
14.107,0.0
14.11,0.0
14.113,0.0
14.116,0.0
14.119,0.0
14.122,0.0
14.125,0.0
14.128,0.0
14.131,0.0
14.134,0.0
14.137,0.0
14.14,0.0
14.143,0.0
14.146,0.0
14.149,0.0
14.152,0.0
14.155,0.0
14.158,0.0
14.161,0.0
14.164,0.0
14.167,0.0
14.17,0.0
14.173,0.0
14.176,0.0
14.179,0.0
14.182,0.0
14.185,0.0
14.188,0.0
14.191,0.0
14.194,0.0
14.197,0.0
14.2,0.0
14.203,0.0
14.206,0.0
14.209,0.0
14.212,0.0
14.215,0.0
14.218,0.0
14.221,0.0
14.224,0.0
14.227,0.0
14.23,0.0
14.233,0.0
14.236,0.0
14.239,0.0
14.242,0.0
14.245,0.0
14.248,0.0
14.251,0.0
14.254,0.0
14.257,0.0
14.26,0.0
14.263,0.0
14.266,0.0
14.269,0.0
14.272,0.0
14.275,0.0
14.278,0.0
14.281,0.0
14.284,0.0
14.287,0.0
14.29,0.0
14.293,0.0
14.296,0.0
14.299,0.0
14.302,0.0
14.305,0.0
14.308,0.0
14.311,0.0
14.314,0.0
14.317,0.0
14.32,0.0
14.323,0.0
14.326,0.0
14.329,0.0
14.332,0.0
14.335,0.0
14.338,0.0
14.341,0.0
14.344,0.0
14.347,0.0
14.35,0.0
14.353,0.0
14.356,0.0
14.359,0.0
14.362,0.0
14.365,0.0
14.368,0.0
14.371,0.0
14.374,0.0
14.377,0.0
14.38,0.0
14.383,0.0
14.386,0.0
14.389,0.0
14.392,0.0
14.395,0.0
14.398,0.0
14.401,0.0
14.404,0.0
14.407,0.0
14.41,0.0
14.413,0.0
14.416,0.0
14.419,0.0
14.422,0.0
14.425,0.0
14.428,0.0
14.431,0.0
14.434,0.0
14.437,0.0
14.44,0.0
14.443,0.0
14.446,0.0
14.449,0.0
14.452,0.0
14.455,0.0
14.458,0.0
14.461,0.0
14.464,0.0
14.467,0.0
14.47,0.0
14.473,0.0
14.476,0.0
14.479,0.0
14.482,0.0
14.485,0.0
14.488,0.0
14.491,0.0
14.494,0.0
14.497,0.0
14.5,0.0
14.503,0.0
14.506,0.0
14.509,0.0
14.512,0.0
14.515,0.0
14.518,0.0
14.521,0.0
14.524,0.0
14.527,0.0
14.53,0.0
14.533,0.0
14.536,0.0
14.539,0.0
14.542,0.0
14.545,0.0
14.548,0.0
14.551,0.0
14.554,0.0
14.557,0.0
14.56,0.0
14.563,0.0
14.566,0.0
14.569,0.0
14.572,0.0
14.575,0.0
14.578,0.0
14.581,0.0
14.584,0.0
14.587,0.0
14.59,0.0
14.593,0.0
14.596,0.0
14.599,0.0
14.602,0.0
14.605,0.0
14.608,0.0
14.611,0.0
14.614,0.0
14.617,0.0
14.62,0.0
14.623,0.0
14.626,0.0
14.629,0.0
14.632,0.0
14.635,0.0
14.638,0.0
14.641,0.0
14.644,0.0
14.647,0.0
14.65,0.0
14.653,0.0
14.656,0.0
14.659,0.0
14.662,0.0
14.665,0.0
14.668,0.0
14.671,0.0
14.674,0.0
14.677,0.0
14.68,0.0
14.683,0.0
14.686,0.0
14.689,0.0
14.692,0.0
14.695,0.0
14.698,0.0
14.701,0.0
14.704,0.0
14.707,0.0
14.71,0.0
14.713,0.0
14.716,0.0
14.719,0.0
14.722,0.0
14.725,0.0
14.728,0.0
14.731,0.0
14.734,0.0
14.737,0.0
14.74,0.0
14.743,0.0
14.746,0.0
14.749,0.0
14.752,0.0
14.755,0.0
14.758,0.0
14.761,0.0
14.764,0.0
14.767,0.0
14.77,0.0
14.773,0.0
14.776,0.0
14.779,0.0
14.782,0.0
14.785,0.0
14.788,0.0
14.791,0.0
14.794,0.0
14.797,0.0
14.8,0.0
14.803,0.0
14.806,0.0
14.809,0.0
14.812,0.0
14.815,0.0
14.818,0.0
14.821,0.0
14.824,0.0
14.827,0.0
14.83,0.0
14.833,0.0
14.836,0.0
14.839,0.0
14.842,0.0
14.845,0.0
14.848,0.0
14.851,0.0
14.854,0.0
14.857,0.0
14.86,0.0
14.863,0.0
14.866,0.0
14.869,0.0
14.872,0.0
14.875,0.0
14.878,0.0
14.881,0.0
14.884,0.0
14.887,0.0
14.89,0.0
14.893,0.0
14.896,0.0
14.899,0.0
14.902,0.0
14.905,0.0
14.908,0.0
14.911,0.0
14.914,0.0
14.917,0.0
14.92,0.0
14.923,0.0
14.926,0.0
14.929,0.0
14.932,0.0
14.935,0.0
14.938,0.0
14.941,0.0
14.944,0.0
14.947,0.0
14.95,0.0
14.953,0.0
14.956,0.0
14.959,0.0
14.962,0.0
14.965,0.0
14.968,0.0
14.971,0.0
14.974,0.0
14.977,0.0
14.98,0.0
14.983,0.0
14.986,0.0
14.989,0.0
14.992,0.0
14.995,0.0
14.998,0.0
15.001,0.0
15.004,0.0
15.007,0.0
15.01,0.0
15.013,0.0
15.016,0.0
15.019,0.0
15.022,0.0
15.025,0.0
15.028,0.0
15.031,0.0
15.034,0.0
15.037,0.0
15.04,0.0
15.043,0.0
15.046,0.0
15.049,0.0
15.052,0.0
15.055,0.0
15.058,0.0
15.061,0.0
15.064,0.0
15.067,0.0
15.07,0.0
15.073,0.0
15.076,0.0
15.079,0.0
15.082,0.0
15.085,0.0
15.088,0.0
15.091,0.0
15.094,0.0
15.097,0.0
15.1,0.0
15.103,0.0
15.106,0.0
15.109,0.0
15.112,0.0
15.115,0.0
15.118,0.0
15.121,0.0
15.124,0.0
15.127,0.0
15.13,0.0
15.133,0.0
15.136,0.0
15.139,0.0
15.142,0.0
15.145,0.0
15.148,0.0
15.151,0.0
15.154,0.0
15.157,0.0
15.16,0.0
15.163,0.0
15.166,0.0
15.169,0.0
15.172,0.0
15.175,0.0
15.178,0.0
15.181,0.0
15.184,0.0
15.187,0.0
15.19,0.0
15.193,0.0
15.196,0.0
15.199,0.0
15.202,0.0
15.205,0.0
15.208,0.0
15.211,0.0
15.214,0.0
15.217,0.0
15.22,0.0
15.223,0.0
15.226,0.0
15.229,0.0
15.232,0.0
15.235,0.0
15.238,0.0
15.241,0.0
15.244,0.0
15.247,0.0
15.25,0.0
15.253,0.0
15.256,0.0
15.259,0.0
15.262,0.0
15.265,0.0
15.268,0.0
15.271,0.0
15.274,0.0
15.277,0.0
15.28,0.0
15.283,0.0
15.286,0.0
15.289,0.0
15.292,0.0
15.295,0.0
15.298,0.0
15.301,0.0
15.304,0.0
15.307,0.0
15.31,0.0
15.313,0.0
15.316,0.0
15.319,0.0
15.322,0.0
15.325,0.0
15.328,0.0
15.331,0.0
15.334,0.0
15.337,0.0
15.34,0.0
15.343,0.0
15.346,0.0
15.349,0.0
15.352,0.0
15.355,0.0
15.358,0.0
15.361,0.0
15.364,0.0
15.367,0.0
15.37,0.0
15.373,0.0
15.376,0.0
15.379,0.0
15.382,0.0
15.385,0.0
15.388,0.0
15.391,0.0
15.394,0.0
15.397,0.0
15.4,0.0
15.403,0.0
15.406,0.0
15.409,0.0
15.412,0.0
15.415,0.0
15.418,0.0
15.421,0.0
15.424,0.0
15.427,0.0
15.43,0.0
15.433,0.0
15.436,0.0
15.439,0.0
15.442,0.0
15.445,0.0
15.448,0.0
15.451,0.0
15.454,0.0
15.457,0.0
15.46,0.0
15.463,0.0
15.466,0.0
15.469,0.0
15.472,0.0
15.475,0.0
15.478,0.0
15.481,0.0
15.484,0.0
15.487,0.0
15.49,0.0
15.493,0.0
15.496,0.0
15.499,0.0
15.502,0.0
15.505,0.0
15.508,0.0
15.511,0.0
15.514,0.0
15.517,0.0
15.52,0.0
15.523,0.0
15.526,0.0
15.529,0.0
15.532,0.0
15.535,0.0
15.538,0.0
15.541,0.0
15.544,0.0
15.547,0.0
15.55,0.0
15.553,0.0
15.556,0.0
15.559,0.0
15.562,0.0
15.565,0.0
15.568,0.0
15.571,0.0
15.574,0.0
15.577,0.0
15.58,0.0
15.583,0.0
15.586,0.0
15.589,0.0
15.592,0.0
15.595,0.0
15.598,0.0
15.601,0.0
15.604,0.0
15.607,0.0
15.61,0.0
15.613,0.0
15.616,0.0
15.619,0.0
15.622,0.0
15.625,0.0
15.628,0.0
15.631,0.0
15.634,0.0
15.637,0.0
15.64,0.0
15.643,0.0
15.646,0.0
15.649,0.0
15.652,0.0
15.655,0.0
15.658,0.0
15.661,0.0
15.664,0.0
15.667,0.0
15.67,0.0
15.673,0.0
15.676,0.0
15.679,0.0
15.682,0.0
15.685,0.0
15.688,0.0
15.691,0.0
15.694,0.0
15.697,0.0
15.7,0.0
15.703,0.0
15.706,0.0
15.709,0.0
15.712,0.0
15.715,0.0
15.718,0.0
15.721,0.0
15.724,0.0
15.727,0.0
15.73,0.0
15.733,0.0
15.736,0.0
15.739,0.0
15.742,0.0
15.745,0.0
15.748,0.0
15.751,0.0
15.754,0.0
15.757,0.0
15.76,0.0
15.763,0.0
15.766,0.0
15.769,0.0
15.772,0.0
15.775,0.0
15.778,0.0
15.781,0.0
15.784,0.0
15.787,0.0
15.79,0.0
15.793,0.0
15.796,0.0
15.799,0.0
15.802,0.0
15.805,0.0
15.808,0.0
15.811,0.0
15.814,0.0
15.817,0.0
15.82,0.0
15.823,0.0
15.826,0.0
15.829,0.0
15.832,0.0
15.835,0.0
15.838,0.0
15.841,0.0
15.844,0.0
15.847,0.0
15.85,0.0
15.853,0.0
15.856,0.0
15.859,0.0
15.862,0.0
15.865,0.0
15.868,0.0
15.871,0.0
15.874,0.0
15.877,0.0
15.88,0.0
15.883,0.0
15.886,0.0
15.889,0.0
15.892,0.0
15.895,0.0
15.898,0.0
15.901,0.0
15.904,0.0
15.907,0.0
15.91,0.0
15.913,0.0
15.916,0.0
15.919,0.0
15.922,0.0
15.925,0.0
15.928,0.0
15.931,0.0
15.934,0.0
15.937,0.0
15.94,0.0
15.943,0.0
15.946,0.0
15.949,0.0
15.952,0.0
15.955,0.0
15.958,0.0
15.961,0.0
15.964,0.0
15.967,0.0
15.97,0.0
15.973,0.0
15.976,0.0
15.979,0.0
15.982,0.0
15.985,0.0
15.988,0.0
15.991,0.0
15.994,0.0
15.997,0.0
16.0,0.0
16.003,0.0
16.006,0.0
16.009,0.0
16.012,0.0
16.015,0.0
16.018,0.0
16.021,0.0
16.024,0.0
16.027,0.0
16.03,0.0
16.033,0.0
16.036,0.0
16.039,0.0
16.042,0.0
16.045,0.0
16.048,0.0
16.051,0.0
16.054,0.0
16.057,0.0
16.06,0.0
16.063,0.0
16.066,0.0
16.069,1e-06
16.072,1e-06
16.075,1e-06
16.078,1e-06
16.081,1e-06
16.084,1e-06
16.087,1e-06
16.09,1e-06
16.093,1e-06
16.096,1e-06
16.099,1e-06
16.102,1e-06
16.105,1e-06
16.108,1e-06
16.111,1e-06
16.114,1e-06
16.117,1e-06
16.12,1e-06
16.123,1e-06
16.126,1e-06
16.129,1e-06
16.132,1e-06
16.135,1e-06
16.138,1e-06
16.141,1e-06
16.144,1e-06
16.147,1e-06
16.15,1e-06
16.153,1e-06
16.156,1e-06
16.159,1e-06
16.162,1e-06
16.165,1e-06
16.168,1e-06
16.171,1e-06
16.174,1e-06
16.177,1e-06
16.18,1e-06
16.183,1e-06
16.186,1e-06
16.189,1e-06
16.192,1e-06
16.195,1e-06
16.198,1e-06
16.201,1e-06
16.204,1e-06
16.207,1e-06
16.21,1e-06
16.213,1e-06
16.216,1e-06
16.219,1e-06
16.222,1e-06
16.225,1e-06
16.228,1e-06
16.231,1e-06
16.234,1e-06
16.237,1e-06
16.24,1e-06
16.243,1e-06
16.246,1e-06
16.249,1e-06
16.252,1e-06
16.255,1e-06
16.258,1e-06
16.261,1e-06
16.264,1e-06
16.267,1e-06
16.27,1e-06
16.273,1e-06
16.276,1e-06
16.279,1e-06
16.282,1e-06
16.285,1e-06
16.288,1e-06
16.291,1e-06
16.294,1e-06
16.297,1e-06
16.3,1e-06
16.303,1e-06
16.306,1e-06
16.309,1e-06
16.312,1e-06
16.315,1e-06
16.318,1e-06
16.321,1e-06
16.324,1e-06
16.327,1e-06
16.33,1e-06
16.333,1e-06
16.336,1e-06
16.339,1e-06
16.342,1e-06
16.345,1e-06
16.348,1e-06
16.351,1e-06
16.354,1e-06
16.357,1e-06
16.36,1e-06
16.363,1e-06
16.366,1e-06
16.369,1e-06
16.372,1e-06
16.375,1e-06
16.378,1e-06
16.381,1e-06
16.384,1e-06
16.387,1e-06
16.39,1e-06
16.393,1e-06
16.396,1e-06
16.399,1e-06
16.402,1e-06
16.405,1e-06
16.408,1e-06
16.411,1e-06
16.414,1e-06
16.417,1e-06
16.42,1e-06
16.423,1e-06
16.426,1e-06
16.429,1e-06
16.432,1e-06
16.435,1e-06
16.438,1e-06
16.441,1e-06
16.444,1e-06
16.447,1e-06
16.45,1e-06
16.453,1e-06
16.456,1e-06
16.459,1e-06
16.462,1e-06
16.465,1e-06
16.468,1e-06
16.471,1e-06
16.474,1e-06
16.477,1e-06
16.48,1e-06
16.483,1e-06
16.486,1e-06
16.489,1e-06
16.492,1e-06
16.495,1e-06
16.498,1e-06
16.501,1e-06
16.504,1e-06
16.507,1e-06
16.51,1e-06
16.513,1e-06
16.516,1e-06
16.519,1e-06
16.522,1e-06
16.525,1e-06
16.528,1e-06
16.531,1e-06
16.534,1e-06
16.537,1e-06
16.54,1e-06
16.543,1e-06
16.546,1e-06
16.549,1e-06
16.552,1e-06
16.555,1e-06
16.558,1e-06
16.561,1e-06
16.564,1e-06
16.567,1e-06
16.57,1e-06
16.573,1e-06
16.576,1e-06
16.579,1e-06
16.582,1e-06
16.585,1e-06
16.588,1e-06
16.591,1e-06
16.594,1e-06
16.597,1e-06
16.6,1e-06
16.603,1e-06
16.606,1e-06
16.609,1e-06
16.612,1e-06
16.615,1e-06
16.618,1e-06
16.621,1e-06
16.624,1e-06
16.627,1e-06
16.63,1e-06
16.633,1e-06
16.636,1e-06
16.639,1e-06
16.642,1e-06
16.645,1e-06
16.648,1e-06
16.651,1e-06
16.654,1e-06
16.657,1e-06
16.66,1e-06
16.663,1e-06
16.666,1e-06
16.669,1e-06
16.672,1e-06
16.675,1e-06
16.678,1e-06
16.681,1e-06
16.684,1e-06
16.687,1e-06
16.69,1e-06
16.693,1e-06
16.696,1e-06
16.699,1e-06
16.702,1e-06
16.705,1e-06
16.708,1e-06
16.711,1e-06
16.714,1e-06
16.717,1e-06
16.72,1e-06
16.723,1e-06
16.726,1e-06
16.729,1e-06
16.732,1e-06
16.735,1e-06
16.738,1e-06
16.741,1e-06
16.744,1e-06
16.747,1e-06
16.75,1e-06
16.753,1e-06
16.756,1e-06
16.759,1e-06
16.762,1e-06
16.765,1e-06
16.768,1e-06
16.771,1e-06
16.774,1e-06
16.777,1e-06
16.78,1e-06
16.783,1e-06
16.786,1e-06
16.789,1e-06
16.792,1e-06
16.795,1e-06
16.798,1e-06
16.801,1e-06
16.804,1e-06
16.807,1e-06
16.81,1e-06
16.813,1e-06
16.816,1e-06
16.819,1e-06
16.822,1e-06
16.825,1e-06
16.828,1e-06
16.831,1e-06
16.834,1e-06
16.837,1e-06
16.84,1e-06
16.843,1e-06
16.846,1e-06
16.849,1e-06
16.852,1e-06
16.855,1e-06
16.858,1e-06
16.861,1e-06
16.864,1e-06
16.867,1e-06
16.87,1e-06
16.873,1e-06
16.876,1e-06
16.879,1e-06
16.882,1e-06
16.885,1e-06
16.888,1e-06
16.891,1e-06
16.894,1e-06
16.897,1e-06
16.9,1e-06
16.903,1e-06
16.906,1e-06
16.909,1e-06
16.912,1e-06
16.915,1e-06
16.918,1e-06
16.921,1e-06
16.924,1e-06
16.927,1e-06
16.93,1e-06
16.933,1e-06
16.936,1e-06
16.939,1e-06
16.942,1e-06
16.945,1e-06
16.948,1e-06
16.951,1e-06
16.954,1e-06
16.957,1e-06
16.96,1e-06
16.963,1e-06
16.966,1e-06
16.969,1e-06
16.972,1e-06
16.975,1e-06
16.978,1e-06
16.981,1e-06
16.984,1e-06
16.987,1e-06
16.99,1e-06
16.993,1e-06
16.996,1e-06
16.999,1e-06
17.002,1e-06
17.005,1e-06
17.008,1e-06
17.011,1e-06
17.014,1e-06
17.017,1e-06
17.02,1e-06
17.023,1e-06
17.026,1e-06
17.029,1e-06
17.032,1e-06
17.035,1e-06
17.038,1e-06
17.041,1e-06
17.044,1e-06
17.047,1e-06
17.05,1e-06
17.053,1e-06
17.056,1e-06
17.059,1e-06
17.062,1e-06
17.065,1e-06
17.068,1e-06
17.071,1e-06
17.074,1e-06
17.077,1e-06
17.08,1e-06
17.083,1e-06
17.086,1e-06
17.089,1e-06
17.092,1e-06
17.095,1e-06
17.098,1e-06
17.101,1e-06
17.104,1e-06
17.107,1e-06
17.11,1e-06
17.113,1e-06
17.116,1e-06
17.119,1e-06
17.122,1e-06
17.125,1e-06
17.128,1e-06
17.131,1e-06
17.134,1e-06
17.137,1e-06
17.14,1e-06
17.143,1e-06
17.146,1e-06
17.149,1e-06
17.152,1e-06
17.155,1e-06
17.158,1e-06
17.161,1e-06
17.164,1e-06
17.167,1e-06
17.17,1e-06
17.173,1e-06
17.176,1e-06
17.179,1e-06
17.182,1e-06
17.185,1e-06
17.188,1e-06
17.191,1e-06
17.194,1e-06
17.197,1e-06
17.2,1e-06
17.203,1e-06
17.206,1e-06
17.209,1e-06
17.212,2e-06
17.215,2e-06
17.218,2e-06
17.221,2e-06
17.224,2e-06
17.227,2e-06
17.23,2e-06
17.233,2e-06
17.236,2e-06
17.239,2e-06
17.242,2e-06
17.245,2e-06
17.248,2e-06
17.251,2e-06
17.254,2e-06
17.257,2e-06
17.26,2e-06
17.263,2e-06
17.266,2e-06
17.269,2e-06
17.272,2e-06
17.275,2e-06
17.278,2e-06
17.281,2e-06
17.284,2e-06
17.287,2e-06
17.29,2e-06
17.293,2e-06
17.296,2e-06
17.299,2e-06
17.302,2e-06
17.305,2e-06
17.308,2e-06
17.311,2e-06
17.314,2e-06
17.317,2e-06
17.32,2e-06
17.323,2e-06
17.326,2e-06
17.329,2e-06
17.332,2e-06
17.335,2e-06
17.338,2e-06
17.341,2e-06
17.344,2e-06
17.347,2e-06
17.35,2e-06
17.353,2e-06
17.356,2e-06
17.359,2e-06
17.362,2e-06
17.365,2e-06
17.368,2e-06
17.371,2e-06
17.374,2e-06
17.377,2e-06
17.38,2e-06
17.383,2e-06
17.386,2e-06
17.389,2e-06
17.392,2e-06
17.395,2e-06
17.398,2e-06
17.401,2e-06
17.404,2e-06
17.407,2e-06
17.41,2e-06
17.413,2e-06
17.416,2e-06
17.419,2e-06
17.422,2e-06
17.425,2e-06
17.428,2e-06
17.431,2e-06
17.434,2e-06
17.437,2e-06
17.44,2e-06
17.443,2e-06
17.446,2e-06
17.449,2e-06
17.452,2e-06
17.455,2e-06
17.458,2e-06
17.461,2e-06
17.464,2e-06
17.467,2e-06
17.47,2e-06
17.473,2e-06
17.476,2e-06
17.479,2e-06
17.482,2e-06
17.485,2e-06
17.488,2e-06
17.491,2e-06
17.494,2e-06
17.497,2e-06
17.5,2e-06
17.503,2e-06
17.506,2e-06
17.509,2e-06
17.512,2e-06
17.515,2e-06
17.518,2e-06
17.521,2e-06
17.524,2e-06
17.527,2e-06
17.53,2e-06
17.533,2e-06
17.536,2e-06
17.539,2e-06
17.542,2e-06
17.545,2e-06
17.548,2e-06
17.551,2e-06
17.554,2e-06
17.557,2e-06
17.56,2e-06
17.563,2e-06
17.566,2e-06
17.569,2e-06
17.572,2e-06
17.575,2e-06
17.578,2e-06
17.581,2e-06
17.584,2e-06
17.587,2e-06
17.59,2e-06
17.593,2e-06
17.596,2e-06
17.599,2e-06
17.602,2e-06
17.605,2e-06
17.608,2e-06
17.611,2e-06
17.614,2e-06
17.617,2e-06
17.62,2e-06
17.623,2e-06
17.626,2e-06
17.629,2e-06
17.632,2e-06
17.635,2e-06
17.638,2e-06
17.641,2e-06
17.644,2e-06
17.647,2e-06
17.65,2e-06
17.653,2e-06
17.656,2e-06
17.659,2e-06
17.662,2e-06
17.665,2e-06
17.668,2e-06
17.671,2e-06
17.674,2e-06
17.677,2e-06
17.68,2e-06
17.683,2e-06
17.686,2e-06
17.689,2e-06
17.692,2e-06
17.695,2e-06
17.698,2e-06
17.701,2e-06
17.704,2e-06
17.707,2e-06
17.71,2e-06
17.713,2e-06
17.716,2e-06
17.719,2e-06
17.722,2e-06
17.725,2e-06
17.728,2e-06
17.731,2e-06
17.734,2e-06
