matelement(j)
-3.4742256950100714
-3.4624632102652964
-3.450687840395555
-3.4389009611860493
-3.4271038917701158
-3.4152978966114174
-3.403484187479145
-3.3916639255209944
-3.3798382232828255
-3.3680081467870235
-3.3561747175630923
-3.344338914679206
-3.332501676754855
-3.3206639039387387
-3.308826459854772
-3.296990173499545
-3.2851558411462856
-3.2733242280947157
-3.2614960704608107
-3.2496720769311542
-3.2378529302703685
-3.2260392891485834
-3.214231789432896
-3.20243104576374
-3.1906376529869087
-3.17885218755939
-3.1670752083382214
-3.155307258634807
-3.143548866698355
-3.1318005472403705
-3.1200628017878027
-3.1083361204717774
-3.0966209827711526
-3.0849178576126475
-3.0732272050701956
-3.061549476856379
-3.049885116632144
-3.0382345609974135
-3.0265982405754244
-3.014976578763614
-3.0033699943055954
-2.9917789008170295
-2.9802037069281253
-2.968644817141604
-2.957102632207404
-2.9455775483391236
-2.9340699591438044
-2.9225802542381136
-2.911108821107514
-2.8996560430430294
-2.8882223016415067
-2.8768079752899163
-2.865413439715568
-2.8540390683698282
-2.8426852314951496
-2.831352297800396
-2.8200406322389355
-2.808750598422956
-2.7974825559344936
-2.7862368630679253
-2.7750138743068513
-2.7638139415538623
-2.752637414333115
-2.741484638210842
-2.7303559568058344
-2.719251709406509
-2.708172232155675
-2.6971178573531343
-2.686088914590805
-2.675085729599712
-2.6641086229426723
-2.65315791291775
-2.64223391182617
-2.6313369294988056
-2.620467269643343
-2.6096252324717426
-2.598811113445562
-2.5880252025030743
-2.577267784754908
-2.566539141140484
-2.5558395462551085
-2.5451692702523165
-2.534528576922137
-2.523917725561645
-2.513336969190043
-2.502786555147518
-2.4922667250975947
-2.4817777151247262
-2.471319754719217
-2.4608930677442
-2.450497871718644
-2.440134378131317
-2.4298027927402353
-2.4195033139182476
-2.4092361346750746
-2.399001441628684
-2.3887994146363853
-2.3786302275541016
-2.3684940475269443
-2.3583910356562616
-2.3483213463121118
-2.3382851278785126
-2.328282521839947
-2.318313663930367
-2.308378682994334
-2.2984777018862053
-2.288610837152214
-2.2787781987335776
-2.2689798909948684
-2.259216011571182
-2.24948665235413
-2.23979189897283
-2.230131831157623
-2.2205065226854503
-2.210916041368305
-2.2013604494069083
-2.1918398032295654
-2.182354153449977
-2.1729035453221446
-2.163488018376016
-2.1541076071096312
-2.1447623403683864
-2.135452241894534
-2.126177330331784
-2.116937619249994
-2.1077331172549445
-2.0985638281773933
-2.08942975101339
-2.0803308802080536
-2.0712672055544146
-2.0622387124715282
-2.053245382029274
-2.044287191029415
-2.0353641121779837
-2.0264761141034535
-2.017623161539409
-2.0088052153699376
-2.000022232787122
-1.991274167347473
-1.982560969105227
-1.973882584696279
-1.9652389574635842
-1.9566300275362134
-1.9480557319448626
-1.9395160047219637
-1.9310107769944684
-1.9225399770908518
-1.9141035306342478
-1.9057013606415734
-1.8973333876188119
-1.88899952965553
-1.8806997025183387
-1.8724338197432011
-1.86420179272403
-1.8560035308076739
-1.847838941369736
-1.8397079299180583
-1.8316104001595044
-1.8235462541042489
-1.8155153921150762
-1.8075177130182145
-1.7995531141706764
-1.7916214915213429
-1.7837227397325757
-1.7758567521674478
-1.7680234210747738
-1.7602226375543772
-1.7524542916747958
-1.7447182725292003
-1.7370144683461723
-1.7293427664445105
-1.7217030534248134
-1.7140952150767443
-1.7065191366090566
-1.6989747025651791
-1.6914617969375099
-1.683980303202065
-1.6765301044475076
-1.669111083204315
-1.6617231218350723
-1.6543661022244267
-1.647039906078987
-1.639744414786241
-1.632479509684128
-1.6252450718180103
-1.6180409821857042
-1.6108671216959052
-1.6037233711873007
-1.5966096115826423
-1.5895257237092693
-1.5824715885285958
-1.5754470870145802
-1.5684521003383325
-1.5614865096720154
-1.5545501964636828
-1.5476430423146104
-1.5407649290262944
-1.5339157385009197
-1.5270953531473441
-1.5203036554522311
-1.513540528134312
-1.506805854466171
-1.5000995177150622
-1.4934214016407288
-1.486771390458649
-1.480149368399236
-1.4735552204617837
-1.4669888316688078
-1.460450087741905
-1.4539388745013135
-1.447455078430854
-1.4409985862170474
-1.4345692850452476
-1.428167062660028
-1.4217918069500037
-1.4154434064895067
-1.4091217501558846
-1.4028267273488495
-1.396558227802983
-1.3903161418931491
-1.3841003601446953
-1.3779107738393068
-1.3717472744687578
-1.3656097541530827
-1.3594981053403072
-1.3534122210401254
-1.3473519945879435
-1.341317319846375
-1.3353080911152582
-1.329324203073496
-1.323365550973816
-1.3174320303594695
-1.311523537341343
-1.3056399684004147
-1.299781220387968
-1.293947190686105
-1.2881377771219633
-1.282352877780454
-1.276592391348083
-1.2708562167668382
-1.2651442535212925
-1.259456401401846
-1.2537925607348575
-1.2481526319230434
-1.2425365162050093
-1.2369441148937863
-1.2313753298052115
-1.2258300629838759
-1.2203082170950532
-1.2148096950059297
-1.2093343999340938
-1.203882235518394
-1.198453105792495
-1.1930469149964749
-1.1876635678363305
-1.1823029693415705
-1.176965024797421
-1.171649639974089
-1.166356720784555
-1.1610861736482387
-1.155837905108781
-1.1506118222368933
-1.1454078322093686
-1.1402258426850083
-1.135065761498743
-1.1299274968590307
-1.1248109572195693
-1.11971605138735
-1.1146426883551797
-1.1095907775964848
-1.1045602286494147
-1.0995509513709207
-1.094562856058476
-1.0895958531049124
-1.0846498532658928
-1.0797247675400272
-1.0748205071720272
-1.0699369837336206
-1.0650741089496636
-1.0602317949155236
-1.0554099539242103
-1.0506084985466844
-1.0458273415774606
-1.0410663960942153
-1.0363255754224956
-1.031604793101924
-1.0269039630178531
-1.0222229991475702
-1.0175618158381041
-1.0129203276621996
-1.0082984493601288
-1.0036960960386123
-0.999113182916761
-0.9945496255501641
-0.990005339701769
-0.9854802413888846
-0.980974246818181
-0.9764872725251396
-0.9720192351989221
-0.9675700518376908
-0.9631396396342856
-0.958727916046324
-0.9543347987661261
-0.9499602057241134
-0.9456040550920823
-0.941266265302188
-0.9369467549983297
-0.9326454430988919
-0.9283622487483557
-0.9240970913401909
-0.9198498905197643
-0.91562056616815
-0.9114090384242614
-0.9072152276687229
-0.9030390545307032
-0.8988804398981418
-0.8947393049129222
-0.8906155709499691
-0.886509159660237
-0.8824199929386184
-0.8783479929375791
-0.8742930820713877
-0.8702551830080099
-0.8662342186768865
-0.8622301122695406
-0.8582427872435742
-0.8542721673137801
