matelement(j)
1.035788558366896
1.0332408020440618
1.0307040920351653
1.0281783299128824
1.0256634196505423
1.0231592676099583
1.0206657823764211
1.0181828752069126
1.0157104591445725
1.013248449517307
1.010796763910979
1.0083553222128399
1.0059240457918983
1.0035028586866006
1.0010916860588885
0.9986904559176909
0.9962990974078295
0.9939175419429712
0.9915457223409048
0.9891835732759681
0.9868310314084038
0.984488034140312
0.9821545216989926
0.9798304346867995
0.9775157158147544
0.9752103088142065
0.9729141592710397
0.9706272136714417
0.9683494198678516
0.9660807274272403
0.9638210861904258
0.9615704478992809
0.959328765125915
0.9570959913838666
0.954872081487718
0.9526569908016336
0.9504506760288343
0.9482530946396394
0.9460642046604097
0.9438839653610045
0.9417123365477592
0.9395492786877899
0.9373947531045478
0.9352487214669892
0.933111146609944
0.9309819916402242
0.9288612199954072
0.9267487960940134
0.9246446845507492
0.9225488503842114
0.9204612594297912
0.9183818774425017
0.9163106710919998
0.9142476068675274
0.9121926517817568
0.9101457734162832
0.908106939350581
0.9060761175013398
0.9040532758407099
0.9020383829930386
0.9000314073522491
0.8980323177136751
0.8960410830001115
0.8940576722266828
0.8920820545629958
0.890114199329239
0.8881540758367303
0.8862016536697717
0.8842569022480484
0.8823197911714471
0.8803902901858767
0.8784683688222024
0.8765539968239402
0.8746471438778815
0.8727477796787738
0.8708558740198471
0.8689713964204356
0.8670943166816039
0.8652246043716463
0.8633622291197142
0.8615071604792549
0.8596593678807292
0.8578188209415053
0.8559854889218034
0.8541593412003022
0.85234034714124
0.8505284758620731
0.8487236965629484
0.8469259782684168
0.8451352900459735
0.8433516007662498
0.8415748793065765
0.8398050944424803
0.8380422148694887
0.836286209211571
0.8345370460046206
0.8327946937175077
0.8310591207600727
0.8293302954426846
0.8276081860333402
0.8258927606698256
0.8241839874762246
0.8224818344988272
0.8207862697030411
0.8190972609992659
0.8174147762277034
0.81573878318929
0.8140692496472034
0.8124061432442554
0.8107494316464271
0.8090990824373052
0.8074550631651002
0.8058173413442249
0.804185884467532
0.8025606599779761
0.8009416352893794
0.7993287778142998
0.7977220549383045
0.7961214340161276
0.794526882425086
0.7929383675017513
0.7913558566117479
0.7897793171060331
0.7882087163485819
0.7866440217153013
0.7850852005967325
0.7835322204074969
0.78198504858556
0.7804436525969998
0.7789079999454654
0.7773780581715201
0.7758537948597367
0.774335177641391
0.7728221742006727
0.7713147522777337
0.76981287967384
0.7683165242552923
0.7668256539578496
0.7653402367910619
0.7638602408423633
0.7623856342812664
0.7609163853637936
0.7594524624360476
0.7579938339384814
0.7565404684098614
0.7550923344913733
0.7536494009306136
0.752211636583666
0.750779010421272
0.7493514915297208
0.747929049121824
0.7465116525257718
