Energy,r,wavef,radwave
-0.579689,12.697,0,0
-0.579689,12.7,0,0
-0.579689,12.703,0,0
-0.579689,12.706,0,0
-0.579689,12.709,0,0
-0.579689,12.712,0,0
-0.579689,12.715,0,0
-0.579689,12.718,0,0
-0.579689,12.721,0,0
-0.579689,12.724,0,0
-0.579689,12.727,0,0
-0.579689,12.73,0,0
-0.579689,12.733,0,0
-0.579689,12.736,0,0
-0.579689,12.739,0,0
-0.579689,12.742,0,0
-0.579689,12.745,0,0
-0.579689,12.748,0,0
-0.579689,12.751,0,0
-0.579689,12.754,0,0
-0.579689,12.757,0,0
-0.579689,12.76,0,0
-0.579689,12.763,0,0
-0.579689,12.766,0,0
-0.579689,12.769,0,0
-0.579689,12.772,0,0
-0.579689,12.775,0,0
-0.579689,12.778,0,0
-0.579689,12.781,0,0
-0.579689,12.784,0,0
-0.579689,12.787,0,0
-0.579689,12.79,0,0
-0.579689,12.793,0,0
-0.579689,12.796,0,0
-0.579689,12.799,0,0
-0.579689,12.802,0,0
-0.579689,12.805,0,0
-0.579689,12.808,0,0
-0.579689,12.811,0,0
-0.579689,12.814,0,0
-0.579689,12.817,0,0
-0.579689,12.82,0,0
-0.579689,12.823,0,0
-0.579689,12.826,0,0
-0.579689,12.829,0,0
-0.579689,12.832,0,0
-0.579689,12.835,0,0
-0.579689,12.838,0,0
-0.579689,12.841,0,0
-0.579689,12.844,0,0
-0.579689,12.847,0,0
-0.579689,12.85,0,0
-0.579689,12.853,0,0
-0.579689,12.856,0,0
-0.579689,12.859,0,0
-0.579689,12.862,0,0
-0.579689,12.865,0,0
-0.579689,12.868,0,0
-0.579689,12.871,0,0
-0.579689,12.874,0,0
-0.579689,12.877,0,0
-0.579689,12.88,0,0
-0.579689,12.883,0,0
-0.579689,12.886,0,0
-0.579689,12.889,0,0
-0.579689,12.892,0,0
-0.579689,12.895,0,0
-0.579689,12.898,0,0
-0.579689,12.901,0,0
-0.579689,12.904,0,0
-0.579689,12.907,0,0
-0.579689,12.91,0,0
-0.579689,12.913,0,0
-0.579689,12.916,0,0
-0.579689,12.919,0,0
-0.579689,12.922,0,0
-0.579689,12.925,0,0
-0.579689,12.928,0,0
-0.579689,12.931,0,0
-0.579689,12.934,0,0
-0.579689,12.937,0,0
-0.579689,12.94,0,0
-0.579689,12.943,0,0
-0.579689,12.946,0,0
-0.579689,12.949,0,0
-0.579689,12.952,0,0
-0.579689,12.955,0,0
-0.579689,12.958,0,0
-0.579689,12.961,0,0
-0.579689,12.964,0,0
-0.579689,12.967,0,0
-0.579689,12.97,0,0
-0.579689,12.973,0,0
-0.579689,12.976,0,0
-0.579689,12.979,0,0
-0.579689,12.982,0,0
-0.579689,12.985,0,0
-0.579689,12.988,0,0
-0.579689,12.991,0,0
-0.579689,12.994,0,0
-0.579689,12.997,0,0
-0.579689,13,0,0
-0.579689,13.003,0,0
-0.579689,13.006,0,0
-0.579689,13.009,0,0
-0.579689,13.012,0,0
-0.579689,13.015,0,0
-0.579689,13.018,0,0
-0.579689,13.021,0,0
-0.579689,13.024,0,0
-0.579689,13.027,0,0
-0.579689,13.03,0,0
-0.579689,13.033,0,0
-0.579689,13.036,0,0
-0.579689,13.039,0,0
-0.579689,13.042,0,0
-0.579689,13.045,0,0
-0.579689,13.048,0,0
-0.579689,13.051,0,0
-0.579689,13.054,0,0
-0.579689,13.057,0,0
-0.579689,13.06,0,0
-0.579689,13.063,0,0
-0.579689,13.066,0,0
-0.579689,13.069,0,0
-0.579689,13.072,0,0
-0.579689,13.075,0,0
-0.579689,13.078,0,0
-0.579689,13.081,0,0
-0.579689,13.084,0,0
-0.579689,13.087,0,0
-0.579689,13.09,0,0
-0.579689,13.093,0,0
-0.579689,13.096,0,0
-0.579689,13.099,0,0
-0.579689,13.102,0,0
-0.579689,13.105,0,0
-0.579689,13.108,0,0
-0.579689,13.111,0,0
-0.579689,13.114,0,0
-0.579689,13.117,0,0
-0.579689,13.12,0,0
-0.579689,13.123,0,0
-0.579689,13.126,0,0
-0.579689,13.129,0,0
-0.579689,13.132,0,0
-0.579689,13.135,0,0
-0.579689,13.138,0,0
-0.579689,13.141,0,0
-0.579689,13.144,0,0
-0.579689,13.147,0,0
-0.579689,13.15,0,0
-0.579689,13.153,0,0
-0.579689,13.156,0,0
-0.579689,13.159,0,0
-0.579689,13.162,0,0
-0.579689,13.165,0,0
-0.579689,13.168,0,0
-0.579689,13.171,0,0
-0.579689,13.174,0,0
-0.579689,13.177,0,0
-0.579689,13.18,0,0
-0.579689,13.183,0,0
-0.579689,13.186,0,0
-0.579689,13.189,0,0
-0.579689,13.192,0,0
-0.579689,13.195,0,0
-0.579689,13.198,0,0
-0.579689,13.201,0,0
-0.579689,13.204,0,0
-0.579689,13.207,0,0
-0.579689,13.21,0,0
-0.579689,13.213,0,0
-0.579689,13.216,0,0
-0.579689,13.219,0,0
-0.579689,13.222,0,0
-0.579689,13.225,0,0
-0.579689,13.228,0,0
-0.579689,13.231,0,0
-0.579689,13.234,0,0
-0.579689,13.237,0,0
-0.579689,13.24,0,0
-0.579689,13.243,0,0
-0.579689,13.246,0,0
-0.579689,13.249,0,0
-0.579689,13.252,0,0
-0.579689,13.255,0,0
-0.579689,13.258,0,0
-0.579689,13.261,0,0
-0.579689,13.264,0,0
-0.579689,13.267,0,0
-0.579689,13.27,0,0
-0.579689,13.273,0,0
-0.579689,13.276,0,0
-0.579689,13.279,0,0
-0.579689,13.282,0,0
-0.579689,13.285,0,0
-0.579689,13.288,0,0
-0.579689,13.291,0,0
-0.579689,13.294,0,0
-0.579689,13.297,0,0
-0.579689,13.3,0,0
-0.579689,13.303,0,0
-0.579689,13.306,0,0
-0.579689,13.309,0,0
-0.579689,13.312,0,0
-0.579689,13.315,0,0
-0.579689,13.318,0,0
-0.579689,13.321,0,0
-0.579689,13.324,0,0
-0.579689,13.327,0,0
-0.579689,13.33,0,0
-0.579689,13.333,0,0
-0.579689,13.336,0,0
-0.579689,13.339,0,0
-0.579689,13.342,0,0
-0.579689,13.345,0,0
-0.579689,13.348,0,0
-0.579689,13.351,0,0
-0.579689,13.354,0,0
-0.579689,13.357,0,0
-0.579689,13.36,0,0
-0.579689,13.363,0,0
-0.579689,13.366,0,0
-0.579689,13.369,0,0
-0.579689,13.372,0,0
-0.579689,13.375,0,0
-0.579689,13.378,0,0
-0.579689,13.381,0,0
-0.579689,13.384,0,0
-0.579689,13.387,0,0
-0.579689,13.39,0,0
-0.579689,13.393,0,0
-0.579689,13.396,0,0
-0.579689,13.399,0,0
-0.579689,13.402,0,0
-0.579689,13.405,0,0
-0.579689,13.408,0,0
-0.579689,13.411,0,0
-0.579689,13.414,0,0
-0.579689,13.417,0,0
-0.579689,13.42,0,0
-0.579689,13.423,0,0
-0.579689,13.426,0,0
-0.579689,13.429,0,0
-0.579689,13.432,0,0
-0.579689,13.435,0,0
-0.579689,13.438,0,0
-0.579689,13.441,0,0
-0.579689,13.444,0,0
-0.579689,13.447,0,0
-0.579689,13.45,0,0
-0.579689,13.453,0,0
-0.579689,13.456,0,0
-0.579689,13.459,0,0
-0.579689,13.462,0,0
-0.579689,13.465,0,0
-0.579689,13.468,0,0
-0.579689,13.471,0,0
-0.579689,13.474,0,0
-0.579689,13.477,0,0
-0.579689,13.48,0,0
-0.579689,13.483,0,0
-0.579689,13.486,0,0
-0.579689,13.489,0,0
-0.579689,13.492,0,0
-0.579689,13.495,0,0
-0.579689,13.498,0,0
-0.579689,13.501,0,0
-0.579689,13.504,0,0
-0.579689,13.507,0,0
-0.579689,13.51,0,0
-0.579689,13.513,0,0
-0.579689,13.516,0,0
-0.579689,13.519,0,0
-0.579689,13.522,0,0
-0.579689,13.525,0,0
-0.579689,13.528,0,0
-0.579689,13.531,0,0
-0.579689,13.534,0,0
-0.579689,13.537,0,0
-0.579689,13.54,0,0
-0.579689,13.543,0,0
-0.579689,13.546,0,0
-0.579689,13.549,0,0
-0.579689,13.552,0,0
-0.579689,13.555,0,0
-0.579689,13.558,0,0
-0.579689,13.561,0,0
-0.579689,13.564,0,0
-0.579689,13.567,0,0
-0.579689,13.57,0,0
-0.579689,13.573,0,0
-0.579689,13.576,0,0
-0.579689,13.579,0,0
-0.579689,13.582,0,0
-0.579689,13.585,0,0
-0.579689,13.588,0,0
-0.579689,13.591,0,0
-0.579689,13.594,0,0
-0.579689,13.597,0,0
-0.579689,13.6,0,0
-0.579689,13.603,0,0
-0.579689,13.606,0,0
-0.579689,13.609,0,0
-0.579689,13.612,0,0
-0.579689,13.615,0,0
-0.579689,13.618,0,0
-0.579689,13.621,0,0
-0.579689,13.624,0,0
-0.579689,13.627,0,0
-0.579689,13.63,0,0
-0.579689,13.633,0,0
-0.579689,13.636,0,0
-0.579689,13.639,0,0
-0.579689,13.642,0,0
-0.579689,13.645,0,0
-0.579689,13.648,0,0
-0.579689,13.651,0,0
-0.579689,13.654,0,0
-0.579689,13.657,0,0
-0.579689,13.66,0,0
-0.579689,13.663,0,0
-0.579689,13.666,0,0
-0.579689,13.669,0,0
-0.579689,13.672,0,0
-0.579689,13.675,0,0
-0.579689,13.678,0.000001,0
-0.579689,13.681,0.000001,0
-0.579689,13.684,0.000001,0
-0.579689,13.687,0.000001,0
-0.579689,13.69,0.000001,0
-0.579689,13.693,0.000001,0
-0.579689,13.696,0.000001,0
-0.579689,13.699,0.000001,0
-0.579689,13.702,0.000001,0
-0.579689,13.705,0.000001,0
-0.579689,13.708,0.000001,0
-0.579689,13.711,0.000001,0
-0.579689,13.714,0.000001,0
-0.579689,13.717,0.000001,0
-0.579689,13.72,0.000001,0
-0.579689,13.723,0.000001,0
-0.579689,13.726,0.000001,0
-0.579689,13.729,0.000001,0
-0.579689,13.732,0.000001,0
-0.579689,13.735,0.000001,0
-0.579689,13.738,0.000001,0
-0.579689,13.741,0.000001,0
-0.579689,13.744,0.000001,0
-0.579689,13.747,0.000001,0
-0.579689,13.75,0.000001,0
-0.579689,13.753,0.000001,0
-0.579689,13.756,0.000001,0
-0.579689,13.759,0.000001,0
-0.579689,13.762,0.000001,0
-0.579689,13.765,0.000001,0
-0.579689,13.768,0.000001,0
-0.579689,13.771,0.000001,0
-0.579689,13.774,0.000001,0
-0.579689,13.777,0.000001,0
-0.579689,13.78,0.000001,0
-0.579689,13.783,0.000001,0
-0.579689,13.786,0.000001,0
-0.579689,13.789,0.000001,0
-0.579689,13.792,0.000001,0
-0.579689,13.795,0.000001,0
-0.579689,13.798,0.000001,0
-0.579689,13.801,0.000001,0
-0.579689,13.804,0.000001,0
-0.579689,13.807,0.000001,0
-0.579689,13.81,0.000001,0
-0.579689,13.813,0.000001,0
-0.579689,13.816,0.000001,0
-0.579689,13.819,0.000001,0
-0.579689,13.822,0.000001,0
-0.579689,13.825,0.000001,0
-0.579689,13.828,0.000001,0
-0.579689,13.831,0.000001,0
-0.579689,13.834,0.000001,0
-0.579689,13.837,0.000001,0
-0.579689,13.84,0.000001,0
-0.579689,13.843,0.000001,0
-0.579689,13.846,0.000001,0
-0.579689,13.849,0.000001,0
-0.579689,13.852,0.000001,0
-0.579689,13.855,0.000001,0
-0.579689,13.858,0.000001,0
-0.579689,13.861,0.000001,0
-0.579689,13.864,0.000001,0
-0.579689,13.867,0.000001,0
-0.579689,13.87,0.000001,0
-0.579689,13.873,0.000001,0
-0.579689,13.876,0.000001,0
-0.579689,13.879,0.000001,0
-0.579689,13.882,0.000001,0
-0.579689,13.885,0.000001,0
-0.579689,13.888,0.000001,0
-0.579689,13.891,0.000001,0
-0.579689,13.894,0.000001,0
-0.579689,13.897,0.000001,0
-0.579689,13.9,0.000001,0
-0.579689,13.903,0.000001,0
-0.579689,13.906,0.000001,0
-0.579689,13.909,0.000001,0
-0.579689,13.912,0.000001,0
-0.579689,13.915,0.000001,0
-0.579689,13.918,0.000001,0
-0.579689,13.921,0.000001,0
-0.579689,13.924,0.000001,0
-0.579689,13.927,0.000001,0
-0.579689,13.93,0.000001,0
-0.579689,13.933,0.000001,0
-0.579689,13.936,0.000001,0
-0.579689,13.939,0.000001,0
-0.579689,13.942,0.000001,0
-0.579689,13.945,0.000001,0
-0.579689,13.948,0.000001,0
-0.579689,13.951,0.000001,0
-0.579689,13.954,0.000001,0
-0.579689,13.957,0.000001,0
-0.579689,13.96,0.000001,0
-0.579689,13.963,0.000001,0
-0.579689,13.966,0.000001,0
-0.579689,13.969,0.000001,0
-0.579689,13.972,0.000001,0
-0.579689,13.975,0.000001,0
-0.579689,13.978,0.000001,0
-0.579689,13.981,0.000001,0
-0.579689,13.984,0.000001,0
-0.579689,13.987,0.000001,0
-0.579689,13.99,0.000001,0
-0.579689,13.993,0.000001,0
-0.579689,13.996,0.000001,0
-0.579689,13.999,0.000001,0
-0.579689,14.002,0.000001,0
-0.579689,14.005,0.000001,0
-0.579689,14.008,0.000001,0
-0.579689,14.011,0.000001,0
-0.579689,14.014,0.000001,0
-0.579689,14.017,0.000001,0
-0.579689,14.02,0.000001,0
-0.579689,14.023,0.000001,0
-0.579689,14.026,0.000001,0
-0.579689,14.029,0.000001,0
-0.579689,14.032,0.000001,0
-0.579689,14.035,0.000001,0
-0.579689,14.038,0.000001,0
-0.579689,14.041,0.000001,0
-0.579689,14.044,0.000001,0
-0.579689,14.047,0.000001,0
-0.579689,14.05,0.000001,0
-0.579689,14.053,0.000001,0
-0.579689,14.056,0.000001,0
-0.579689,14.059,0.000001,0
-0.579689,14.062,0.000001,0
-0.579689,14.065,0.000001,0
-0.579689,14.068,0.000001,0
-0.579689,14.071,0.000001,0
-0.579689,14.074,0.000001,0
-0.579689,14.077,0.000001,0
-0.579689,14.08,0.000001,0
-0.579689,14.083,0.000001,0
-0.579689,14.086,0.000001,0
-0.579689,14.089,0.000001,0
-0.579689,14.092,0.000001,0
-0.579689,14.095,0.000001,0
-0.579689,14.098,0.000001,0
-0.579689,14.101,0.000001,0
-0.579689,14.104,0.000001,0
-0.579689,14.107,0.000001,0
-0.579689,14.11,0.000001,0
-0.579689,14.113,0.000001,0
-0.579689,14.116,0.000001,0
-0.579689,14.119,0.000001,0
-0.579689,14.122,0.000001,0
-0.579689,14.125,0.000001,0
-0.579689,14.128,0.000001,0
-0.579689,14.131,0.000001,0
-0.579689,14.134,0.000001,0
-0.579689,14.137,0.000001,0
-0.579689,14.14,0.000001,0
-0.579689,14.143,0.000001,0
-0.579689,14.146,0.000001,0
-0.579689,14.149,0.000001,0
-0.579689,14.152,0.000001,0
-0.579689,14.155,0.000001,0
-0.579689,14.158,0.000001,0
-0.579689,14.161,0.000001,0
-0.579689,14.164,0.000001,0
-0.579689,14.167,0.000001,0
-0.579689,14.17,0.000001,0
-0.579689,14.173,0.000001,0
-0.579689,14.176,0.000001,0
-0.579689,14.179,0.000001,0
-0.579689,14.182,0.000001,0
-0.579689,14.185,0.000001,0
-0.579689,14.188,0.000001,0
-0.579689,14.191,0.000001,0
-0.579689,14.194,0.000001,0
-0.579689,14.197,0.000001,0
-0.579689,14.2,0.000001,0
-0.579689,14.203,0.000001,0
-0.579689,14.206,0.000001,0
-0.579689,14.209,0.000001,0
-0.579689,14.212,0.000001,0
-0.579689,14.215,0.000001,0
-0.579689,14.218,0.000001,0
-0.579689,14.221,0.000001,0
-0.579689,14.224,0.000001,0
-0.579689,14.227,0.000001,0
-0.579689,14.23,0.000001,0
-0.579689,14.233,0.000001,0
-0.579689,14.236,0.000001,0
-0.579689,14.239,0.000001,0
-0.579689,14.242,0.000001,0
-0.579689,14.245,0.000001,0
-0.579689,14.248,0.000001,0
-0.579689,14.251,0.000001,0
-0.579689,14.254,0.000001,0
-0.579689,14.257,0.000001,0
-0.579689,14.26,0.000001,0
-0.579689,14.263,0.000001,0
-0.579689,14.266,0.000001,0
-0.579689,14.269,0.000001,0
-0.579689,14.272,0.000001,0
-0.579689,14.275,0.000001,0
-0.579689,14.278,0.000001,0
-0.579689,14.281,0.000001,0
-0.579689,14.284,0.000001,0
-0.579689,14.287,0.000001,0
-0.579689,14.29,0.000001,0
-0.579689,14.293,0.000001,0
-0.579689,14.296,0.000001,0
-0.579689,14.299,0.000001,0
-0.579689,14.302,0.000001,0
-0.579689,14.305,0.000001,0
-0.579689,14.308,0.000001,0
-0.579689,14.311,0.000001,0
-0.579689,14.314,0.000001,0
-0.579689,14.317,0.000001,0
-0.579689,14.32,0.000001,0
-0.579689,14.323,0.000001,0
-0.579689,14.326,0.000001,0
-0.579689,14.329,0.000001,0
-0.579689,14.332,0.000001,0
-0.579689,14.335,0.000001,0
-0.579689,14.338,0.000001,0
-0.579689,14.341,0.000001,0
-0.579689,14.344,0.000001,0
-0.579689,14.347,0.000001,0
-0.579689,14.35,0.000001,0
-0.579689,14.353,0.000001,0
-0.579689,14.356,0.000001,0
-0.579689,14.359,0.000001,0
-0.579689,14.362,0.000001,0
-0.579689,14.365,0.000001,0
-0.579689,14.368,0.000001,0
-0.579689,14.371,0.000001,0
-0.579689,14.374,0.000001,0
-0.579689,14.377,0.000001,0
-0.579689,14.38,0.000001,0
-0.579689,14.383,0.000001,0
-0.579689,14.386,0.000001,0
-0.579689,14.389,0.000001,0
-0.579689,14.392,0.000001,0
-0.579689,14.395,0.000001,0
-0.579689,14.398,0.000001,0
-0.579689,14.401,0.000001,0
-0.579689,14.404,0.000001,0
-0.579689,14.407,0.000001,0
-0.579689,14.41,0.000001,0
-0.579689,14.413,0.000001,0
-0.579689,14.416,0.000001,0
-0.579689,14.419,0.000001,0
-0.579689,14.422,0.000001,0
-0.579689,14.425,0.000001,0
-0.579689,14.428,0.000001,0
-0.579689,14.431,0.000001,0
-0.579689,14.434,0.000001,0
-0.579689,14.437,0.000001,0
-0.579689,14.44,0.000001,0
-0.579689,14.443,0.000001,0
-0.579689,14.446,0.000001,0
-0.579689,14.449,0.000001,0
-0.579689,14.452,0.000001,0
-0.579689,14.455,0.000001,0
-0.579689,14.458,0.000001,0
-0.579689,14.461,0.000001,0
-0.579689,14.464,0.000001,0
-0.579689,14.467,0.000001,0
-0.579689,14.47,0.000001,0
-0.579689,14.473,0.000001,0
-0.579689,14.476,0.000002,0
-0.579689,14.479,0.000002,0
-0.579689,14.482,0.000002,0
-0.579689,14.485,0.000002,0
-0.579689,14.488,0.000002,0
-0.579689,14.491,0.000002,0
-0.579689,14.494,0.000002,0
-0.579689,14.497,0.000002,0
-0.579689,14.5,0.000002,0
-0.579689,14.503,0.000002,0
-0.579689,14.506,0.000002,0
-0.579689,14.509,0.000002,0
-0.579689,14.512,0.000002,0
-0.579689,14.515,0.000002,0
-0.579689,14.518,0.000002,0
-0.579689,14.521,0.000002,0
-0.579689,14.524,0.000002,0
-0.579689,14.527,0.000002,0
-0.579689,14.53,0.000002,0
-0.579689,14.533,0.000002,0
-0.579689,14.536,0.000002,0
-0.579689,14.539,0.000002,0
-0.579689,14.542,0.000002,0
-0.579689,14.545,0.000002,0
-0.579689,14.548,0.000002,0
-0.579689,14.551,0.000002,0
-0.579689,14.554,0.000002,0
-0.579689,14.557,0.000002,0
-0.579689,14.56,0.000002,0
-0.579689,14.563,0.000002,0
-0.579689,14.566,0.000002,0
-0.579689,14.569,0.000002,0
-0.579689,14.572,0.000002,0
-0.579689,14.575,0.000002,0
-0.579689,14.578,0.000002,0
-0.579689,14.581,0.000002,0
-0.579689,14.584,0.000002,0
-0.579689,14.587,0.000002,0
-0.579689,14.59,0.000002,0
-0.579689,14.593,0.000002,0
-0.579689,14.596,0.000002,0
-0.579689,14.599,0.000002,0
-0.579689,14.602,0.000002,0
-0.579689,14.605,0.000002,0
-0.579689,14.608,0.000002,0
-0.579689,14.611,0.000002,0
-0.579689,14.614,0.000002,0
-0.579689,14.617,0.000002,0
-0.579689,14.62,0.000002,0
-0.579689,14.623,0.000002,0
-0.579689,14.626,0.000002,0
-0.579689,14.629,0.000002,0
-0.579689,14.632,0.000002,0
-0.579689,14.635,0.000002,0
-0.579689,14.638,0.000002,0
-0.579689,14.641,0.000002,0
-0.579689,14.644,0.000002,0
-0.579689,14.647,0.000002,0
-0.579689,14.65,0.000002,0
-0.579689,14.653,0.000002,0
-0.579689,14.656,0.000002,0
-0.579689,14.659,0.000002,0
-0.579689,14.662,0.000002,0
-0.579689,14.665,0.000002,0
-0.579689,14.668,0.000002,0
-0.579689,14.671,0.000002,0
-0.579689,14.674,0.000002,0
-0.579689,14.677,0.000002,0
-0.579689,14.68,0.000002,0
-0.579689,14.683,0.000002,0
-0.579689,14.686,0.000002,0
-0.579689,14.689,0.000002,0
-0.579689,14.692,0.000002,0
-0.579689,14.695,0.000002,0
-0.579689,14.698,0.000002,0
-0.579689,14.701,0.000002,0
-0.579689,14.704,0.000002,0
-0.579689,14.707,0.000002,0
-0.579689,14.71,0.000002,0
-0.579689,14.713,0.000002,0
-0.579689,14.716,0.000002,0
-0.579689,14.719,0.000002,0
-0.579689,14.722,0.000002,0
-0.579689,14.725,0.000002,0
-0.579689,14.728,0.000002,0
-0.579689,14.731,0.000002,0
-0.579689,14.734,0.000002,0
-0.579689,14.737,0.000002,0
-0.579689,14.74,0.000002,0
-0.579689,14.743,0.000002,0
-0.579689,14.746,0.000002,0
-0.579689,14.749,0.000002,0
-0.579689,14.752,0.000002,0
-0.579689,14.755,0.000002,0
-0.579689,14.758,0.000002,0
-0.579689,14.761,0.000002,0
-0.579689,14.764,0.000002,0
-0.579689,14.767,0.000002,0
-0.579689,14.77,0.000002,0
-0.579689,14.773,0.000002,0
-0.579689,14.776,0.000002,0
-0.579689,14.779,0.000002,0
-0.579689,14.782,0.000002,0
-0.579689,14.785,0.000002,0
-0.579689,14.788,0.000002,0
-0.579689,14.791,0.000002,0
-0.579689,14.794,0.000002,0
-0.579689,14.797,0.000002,0
-0.579689,14.8,0.000002,0
-0.579689,14.803,0.000002,0
-0.579689,14.806,0.000002,0
-0.579689,14.809,0.000002,0
-0.579689,14.812,0.000002,0
-0.579689,14.815,0.000002,0
-0.579689,14.818,0.000002,0
-0.579689,14.821,0.000002,0
-0.579689,14.824,0.000002,0
-0.579689,14.827,0.000002,0
-0.579689,14.83,0.000002,0
-0.579689,14.833,0.000002,0
-0.579689,14.836,0.000002,0
-0.579689,14.839,0.000002,0
-0.579689,14.842,0.000002,0
-0.579689,14.845,0.000002,0
-0.579689,14.848,0.000002,0
-0.579689,14.851,0.000002,0
-0.579689,14.854,0.000002,0
-0.579689,14.857,0.000002,0
-0.579689,14.86,0.000002,0
-0.579689,14.863,0.000002,0
-0.579689,14.866,0.000002,0
-0.579689,14.869,0.000002,0
-0.579689,14.872,0.000002,0
-0.579689,14.875,0.000002,0
-0.579689,14.878,0.000002,0
-0.579689,14.881,0.000002,0
-0.579689,14.884,0.000002,0
-0.579689,14.887,0.000002,0
-0.579689,14.89,0.000002,0
-0.579689,14.893,0.000002,0
-0.579689,14.896,0.000002,0
-0.579689,14.899,0.000002,0
-0.579689,14.902,0.000002,0
-0.579689,14.905,0.000002,0
-0.579689,14.908,0.000002,0
-0.579689,14.911,0.000002,0
-0.579689,14.914,0.000002,0
-0.579689,14.917,0.000002,0
-0.579689,14.92,0.000002,0
-0.579689,14.923,0.000002,0
-0.579689,14.926,0.000002,0
-0.579689,14.929,0.000002,0
-0.579689,14.932,0.000002,0
-0.579689,14.935,0.000002,0
-0.579689,14.938,0.000002,0
-0.579689,14.941,0.000002,0
-0.579689,14.944,0.000003,0
-0.579689,14.947,0.000003,0
-0.579689,14.95,0.000003,0
-0.579689,14.953,0.000003,0
-0.579689,14.956,0.000003,0
-0.579689,14.959,0.000003,0
-0.579689,14.962,0.000003,0
-0.579689,14.965,0.000003,0
-0.579689,14.968,0.000003,0
-0.579689,14.971,0.000003,0
-0.579689,14.974,0.000003,0
-0.579689,14.977,0.000003,0
-0.579689,14.98,0.000003,0
-0.579689,14.983,0.000003,0
-0.579689,14.986,0.000003,0
-0.579689,14.989,0.000003,0
-0.579689,14.992,0.000003,0
-0.579689,14.995,0.000003,0
-0.579689,14.998,0.000003,0
-0.579689,15.001,0.000003,0
-0.579689,15.004,0.000003,0
-0.579689,15.007,0.000003,0
-0.579689,15.01,0.000003,0
-0.579689,15.013,0.000003,0
-0.579689,15.016,0.000003,0
-0.579689,15.019,0.000003,0
-0.579689,15.022,0.000003,0
-0.579689,15.025,0.000003,0
-0.579689,15.028,0.000003,0
-0.579689,15.031,0.000003,0
-0.579689,15.034,0.000003,0
-0.579689,15.037,0.000003,0
-0.579689,15.04,0.000003,0
-0.579689,15.043,0.000003,0
-0.579689,15.046,0.000003,0
-0.579689,15.049,0.000003,0
-0.579689,15.052,0.000003,0
-0.579689,15.055,0.000003,0
-0.579689,15.058,0.000003,0
-0.579689,15.061,0.000003,0
-0.579689,15.064,0.000003,0
-0.579689,15.067,0.000003,0
-0.579689,15.07,0.000003,0
-0.579689,15.073,0.000003,0
-0.579689,15.076,0.000003,0
-0.579689,15.079,0.000003,0
-0.579689,15.082,0.000003,0
-0.579689,15.085,0.000003,0
-0.579689,15.088,0.000003,0
-0.579689,15.091,0.000003,0
-0.579689,15.094,0.000003,0
-0.579689,15.097,0.000003,0
-0.579689,15.1,0.000003,0
-0.579689,15.103,0.000003,0
-0.579689,15.106,0.000003,0
-0.579689,15.109,0.000003,0
-0.579689,15.112,0.000003,0
-0.579689,15.115,0.000003,0
-0.579689,15.118,0.000003,0
-0.579689,15.121,0.000003,0
-0.579689,15.124,0.000003,0
-0.579689,15.127,0.000003,0
-0.579689,15.13,0.000003,0
-0.579689,15.133,0.000003,0
-0.579689,15.136,0.000003,0
-0.579689,15.139,0.000003,0
-0.579689,15.142,0.000003,0
-0.579689,15.145,0.000003,0
-0.579689,15.148,0.000003,0
-0.579689,15.151,0.000003,0
-0.579689,15.154,0.000003,0
-0.579689,15.157,0.000003,0
-0.579689,15.16,0.000003,0
-0.579689,15.163,0.000003,0
-0.579689,15.166,0.000003,0
-0.579689,15.169,0.000003,0
-0.579689,15.172,0.000003,0
-0.579689,15.175,0.000003,0
-0.579689,15.178,0.000003,0
-0.579689,15.181,0.000003,0
-0.579689,15.184,0.000003,0
-0.579689,15.187,0.000003,0
-0.579689,15.19,0.000003,0
-0.579689,15.193,0.000003,0
-0.579689,15.196,0.000003,0
-0.579689,15.199,0.000003,0
-0.579689,15.202,0.000003,0
-0.579689,15.205,0.000003,0
-0.579689,15.208,0.000003,0
-0.579689,15.211,0.000003,0
-0.579689,15.214,0.000003,0
-0.579689,15.217,0.000003,0
-0.579689,15.22,0.000003,0
-0.579689,15.223,0.000003,0
-0.579689,15.226,0.000003,0
-0.579689,15.229,0.000003,0
-0.579689,15.232,0.000003,0
-0.579689,15.235,0.000003,0
-0.579689,15.238,0.000003,0
-0.579689,15.241,0.000003,0
-0.579689,15.244,0.000003,0
-0.579689,15.247,0.000003,0
-0.579689,15.25,0.000003,0
-0.579689,15.253,0.000003,0
-0.579689,15.256,0.000003,0
-0.579689,15.259,0.000003,0
-0.579689,15.262,0.000004,0
-0.579689,15.265,0.000004,0
-0.579689,15.268,0.000004,0
-0.579689,15.271,0.000004,0
-0.579689,15.274,0.000004,0
-0.579689,15.277,0.000004,0
-0.579689,15.28,0.000004,0
-0.579689,15.283,0.000004,0
-0.579689,15.286,0.000004,0
-0.579689,15.289,0.000004,0
-0.579689,15.292,0.000004,0
-0.579689,15.295,0.000004,0
-0.579689,15.298,0.000004,0
-0.579689,15.301,0.000004,0
-0.579689,15.304,0.000004,0
-0.579689,15.307,0.000004,0
-0.579689,15.31,0.000004,0
-0.579689,15.313,0.000004,0
-0.579689,15.316,0.000004,0
-0.579689,15.319,0.000004,0
-0.579689,15.322,0.000004,0
-0.579689,15.325,0.000004,0
-0.579689,15.328,0.000004,0
-0.579689,15.331,0.000004,0
-0.579689,15.334,0.000004,0
