Energy,r,wavef,radwave
-0.579689,5.539,-0.00063,-0.000114
-0.579689,5.542,-0.000628,-0.000113
-0.579689,5.545,-0.000627,-0.000113
-0.579689,5.548,-0.000625,-0.000113
-0.579689,5.551,-0.000623,-0.000112
-0.579689,5.554,-0.000621,-0.000112
-0.579689,5.557,-0.00062,-0.000112
-0.579689,5.56,-0.000618,-0.000111
-0.579689,5.563,-0.000616,-0.000111
-0.579689,5.566,-0.000615,-0.00011
-0.579689,5.569,-0.000613,-0.00011
-0.579689,5.572,-0.000611,-0.00011
-0.579689,5.575,-0.000609,-0.000109
-0.579689,5.578,-0.000608,-0.000109
-0.579689,5.581,-0.000606,-0.000109
-0.579689,5.584,-0.000604,-0.000108
-0.579689,5.587,-0.000603,-0.000108
-0.579689,5.59,-0.000601,-0.000108
-0.579689,5.593,-0.000599,-0.000107
-0.579689,5.596,-0.000598,-0.000107
-0.579689,5.599,-0.000596,-0.000106
-0.579689,5.602,-0.000594,-0.000106
-0.579689,5.605,-0.000593,-0.000106
-0.579689,5.608,-0.000591,-0.000105
-0.579689,5.611,-0.000589,-0.000105
-0.579689,5.614,-0.000588,-0.000105
-0.579689,5.617,-0.000586,-0.000104
-0.579689,5.62,-0.000585,-0.000104
-0.579689,5.623,-0.000583,-0.000104
-0.579689,5.626,-0.000581,-0.000103
-0.579689,5.629,-0.00058,-0.000103
-0.579689,5.632,-0.000578,-0.000103
-0.579689,5.635,-0.000576,-0.000102
-0.579689,5.638,-0.000575,-0.000102
-0.579689,5.641,-0.000573,-0.000102
-0.579689,5.644,-0.000572,-0.000101
-0.579689,5.647,-0.00057,-0.000101
-0.579689,5.65,-0.000568,-0.000101
-0.579689,5.653,-0.000567,-0.0001
-0.579689,5.656,-0.000565,-0.0001
-0.579689,5.659,-0.000564,-0.0001
-0.579689,5.662,-0.000562,-0.000099
-0.579689,5.665,-0.000561,-0.000099
-0.579689,5.668,-0.000559,-0.000099
-0.579689,5.671,-0.000557,-0.000098
-0.579689,5.674,-0.000556,-0.000098
-0.579689,5.677,-0.000554,-0.000098
-0.579689,5.68,-0.000553,-0.000097
-0.579689,5.683,-0.000551,-0.000097
-0.579689,5.686,-0.00055,-0.000097
-0.579689,5.689,-0.000548,-0.000096
-0.579689,5.692,-0.000547,-0.000096
-0.579689,5.695,-0.000545,-0.000096
-0.579689,5.698,-0.000544,-0.000095
-0.579689,5.701,-0.000542,-0.000095
-0.579689,5.704,-0.000541,-0.000095
-0.579689,5.707,-0.000539,-0.000094
-0.579689,5.71,-0.000538,-0.000094
-0.579689,5.713,-0.000536,-0.000094
-0.579689,5.716,-0.000535,-0.000094
-0.579689,5.719,-0.000533,-0.000093
-0.579689,5.722,-0.000532,-0.000093
-0.579689,5.725,-0.00053,-0.000093
-0.579689,5.728,-0.000529,-0.000092
-0.579689,5.731,-0.000527,-0.000092
-0.579689,5.734,-0.000526,-0.000092
-0.579689,5.737,-0.000524,-0.000091
-0.579689,5.74,-0.000523,-0.000091
-0.579689,5.743,-0.000521,-0.000091
-0.579689,5.746,-0.00052,-0.00009
-0.579689,5.749,-0.000518,-0.00009
-0.579689,5.752,-0.000517,-0.00009
-0.579689,5.755,-0.000515,-0.00009
-0.579689,5.758,-0.000514,-0.000089
-0.579689,5.761,-0.000513,-0.000089
-0.579689,5.764,-0.000511,-0.000089
-0.579689,5.767,-0.00051,-0.000088
-0.579689,5.77,-0.000508,-0.000088
-0.579689,5.773,-0.000507,-0.000088
-0.579689,5.776,-0.000505,-0.000088
-0.579689,5.779,-0.000504,-0.000087
-0.579689,5.782,-0.000503,-0.000087
-0.579689,5.785,-0.000501,-0.000087
-0.579689,5.788,-0.0005,-0.000086
-0.579689,5.791,-0.000498,-0.000086
-0.579689,5.794,-0.000497,-0.000086
-0.579689,5.797,-0.000496,-0.000085
-0.579689,5.8,-0.000494,-0.000085
-0.579689,5.803,-0.000493,-0.000085
-0.579689,5.806,-0.000491,-0.000085
-0.579689,5.809,-0.00049,-0.000084
-0.579689,5.812,-0.000489,-0.000084
-0.579689,5.815,-0.000487,-0.000084
-0.579689,5.818,-0.000486,-0.000084
-0.579689,5.821,-0.000485,-0.000083
-0.579689,5.824,-0.000483,-0.000083
-0.579689,5.827,-0.000482,-0.000083
-0.579689,5.83,-0.000481,-0.000082
-0.579689,5.833,-0.000479,-0.000082
-0.579689,5.836,-0.000478,-0.000082
-0.579689,5.839,-0.000477,-0.000082
-0.579689,5.842,-0.000475,-0.000081
-0.579689,5.845,-0.000474,-0.000081
-0.579689,5.848,-0.000473,-0.000081
-0.579689,5.851,-0.000471,-0.000081
-0.579689,5.854,-0.00047,-0.00008
-0.579689,5.857,-0.000469,-0.00008
-0.579689,5.86,-0.000467,-0.00008
-0.579689,5.863,-0.000466,-0.000079
-0.579689,5.866,-0.000465,-0.000079
-0.579689,5.869,-0.000463,-0.000079
-0.579689,5.872,-0.000462,-0.000079
-0.579689,5.875,-0.000461,-0.000078
-0.579689,5.878,-0.000459,-0.000078
-0.579689,5.881,-0.000458,-0.000078
-0.579689,5.884,-0.000457,-0.000078
-0.579689,5.887,-0.000456,-0.000077
-0.579689,5.89,-0.000454,-0.000077
-0.579689,5.893,-0.000453,-0.000077
-0.579689,5.896,-0.000452,-0.000077
-0.579689,5.899,-0.000451,-0.000076
-0.579689,5.902,-0.000449,-0.000076
-0.579689,5.905,-0.000448,-0.000076
-0.579689,5.908,-0.000447,-0.000076
-0.579689,5.911,-0.000445,-0.000075
-0.579689,5.914,-0.000444,-0.000075
-0.579689,5.917,-0.000443,-0.000075
-0.579689,5.92,-0.000442,-0.000075
-0.579689,5.923,-0.00044,-0.000074
-0.579689,5.926,-0.000439,-0.000074
-0.579689,5.929,-0.000438,-0.000074
-0.579689,5.932,-0.000437,-0.000074
-0.579689,5.935,-0.000436,-0.000073
-0.579689,5.938,-0.000434,-0.000073
-0.579689,5.941,-0.000433,-0.000073
-0.579689,5.944,-0.000432,-0.000073
-0.579689,5.947,-0.000431,-0.000072
-0.579689,5.95,-0.000429,-0.000072
-0.579689,5.953,-0.000428,-0.000072
-0.579689,5.956,-0.000427,-0.000072
-0.579689,5.959,-0.000426,-0.000071
-0.579689,5.962,-0.000425,-0.000071
-0.579689,5.965,-0.000423,-0.000071
-0.579689,5.968,-0.000422,-0.000071
-0.579689,5.971,-0.000421,-0.000071
-0.579689,5.974,-0.00042,-0.00007
-0.579689,5.977,-0.000419,-0.00007
-0.579689,5.98,-0.000418,-0.00007
-0.579689,5.983,-0.000416,-0.00007
-0.579689,5.986,-0.000415,-0.000069
-0.579689,5.989,-0.000414,-0.000069
-0.579689,5.992,-0.000413,-0.000069
-0.579689,5.995,-0.000412,-0.000069
-0.579689,5.998,-0.000411,-0.000068
-0.579689,6.001,-0.000409,-0.000068
-0.579689,6.004,-0.000408,-0.000068
-0.579689,6.007,-0.000407,-0.000068
-0.579689,6.01,-0.000406,-0.000068
-0.579689,6.013,-0.000405,-0.000067
-0.579689,6.016,-0.000404,-0.000067
-0.579689,6.019,-0.000403,-0.000067
-0.579689,6.022,-0.000401,-0.000067
-0.579689,6.025,-0.0004,-0.000066
-0.579689,6.028,-0.000399,-0.000066
-0.579689,6.031,-0.000398,-0.000066
-0.579689,6.034,-0.000397,-0.000066
-0.579689,6.037,-0.000396,-0.000066
-0.579689,6.04,-0.000395,-0.000065
-0.579689,6.043,-0.000394,-0.000065
-0.579689,6.046,-0.000392,-0.000065
-0.579689,6.049,-0.000391,-0.000065
-0.579689,6.052,-0.00039,-0.000064
-0.579689,6.055,-0.000389,-0.000064
-0.579689,6.058,-0.000388,-0.000064
-0.579689,6.061,-0.000387,-0.000064
-0.579689,6.064,-0.000386,-0.000064
-0.579689,6.067,-0.000385,-0.000063
-0.579689,6.07,-0.000384,-0.000063
-0.579689,6.073,-0.000383,-0.000063
-0.579689,6.076,-0.000382,-0.000063
-0.579689,6.079,-0.00038,-0.000063
-0.579689,6.082,-0.000379,-0.000062
-0.579689,6.085,-0.000378,-0.000062
-0.579689,6.088,-0.000377,-0.000062
-0.579689,6.091,-0.000376,-0.000062
-0.579689,6.094,-0.000375,-0.000062
-0.579689,6.097,-0.000374,-0.000061
-0.579689,6.1,-0.000373,-0.000061
-0.579689,6.103,-0.000372,-0.000061
-0.579689,6.106,-0.000371,-0.000061
-0.579689,6.109,-0.00037,-0.000061
-0.579689,6.112,-0.000369,-0.00006
-0.579689,6.115,-0.000368,-0.00006
-0.579689,6.118,-0.000367,-0.00006
-0.579689,6.121,-0.000366,-0.00006
-0.579689,6.124,-0.000365,-0.00006
-0.579689,6.127,-0.000364,-0.000059
-0.579689,6.13,-0.000363,-0.000059
-0.579689,6.133,-0.000362,-0.000059
-0.579689,6.136,-0.000361,-0.000059
-0.579689,6.139,-0.00036,-0.000059
-0.579689,6.142,-0.000359,-0.000058
-0.579689,6.145,-0.000358,-0.000058
-0.579689,6.148,-0.000357,-0.000058
-0.579689,6.151,-0.000356,-0.000058
-0.579689,6.154,-0.000355,-0.000058
-0.579689,6.157,-0.000354,-0.000057
-0.579689,6.16,-0.000353,-0.000057
-0.579689,6.163,-0.000352,-0.000057
-0.579689,6.166,-0.000351,-0.000057
-0.579689,6.169,-0.00035,-0.000057
-0.579689,6.172,-0.000349,-0.000056
-0.579689,6.175,-0.000348,-0.000056
-0.579689,6.178,-0.000347,-0.000056
-0.579689,6.181,-0.000346,-0.000056
-0.579689,6.184,-0.000345,-0.000056
-0.579689,6.187,-0.000344,-0.000056
-0.579689,6.19,-0.000343,-0.000055
-0.579689,6.193,-0.000342,-0.000055
-0.579689,6.196,-0.000341,-0.000055
-0.579689,6.199,-0.00034,-0.000055
-0.579689,6.202,-0.000339,-0.000055
-0.579689,6.205,-0.000338,-0.000054
-0.579689,6.208,-0.000337,-0.000054
-0.579689,6.211,-0.000336,-0.000054
-0.579689,6.214,-0.000335,-0.000054
-0.579689,6.217,-0.000334,-0.000054
-0.579689,6.22,-0.000333,-0.000054
-0.579689,6.223,-0.000332,-0.000053
-0.579689,6.226,-0.000331,-0.000053
-0.579689,6.229,-0.00033,-0.000053
-0.579689,6.232,-0.000329,-0.000053
-0.579689,6.235,-0.000328,-0.000053
-0.579689,6.238,-0.000328,-0.000053
-0.579689,6.241,-0.000327,-0.000052
-0.579689,6.244,-0.000326,-0.000052
-0.579689,6.247,-0.000325,-0.000052
-0.579689,6.25,-0.000324,-0.000052
-0.579689,6.253,-0.000323,-0.000052
-0.579689,6.256,-0.000322,-0.000051
-0.579689,6.259,-0.000321,-0.000051
-0.579689,6.262,-0.00032,-0.000051
-0.579689,6.265,-0.000319,-0.000051
-0.579689,6.268,-0.000318,-0.000051
-0.579689,6.271,-0.000317,-0.000051
-0.579689,6.274,-0.000317,-0.00005
-0.579689,6.277,-0.000316,-0.00005
-0.579689,6.28,-0.000315,-0.00005
-0.579689,6.283,-0.000314,-0.00005
-0.579689,6.286,-0.000313,-0.00005
-0.579689,6.289,-0.000312,-0.00005
-0.579689,6.292,-0.000311,-0.000049
-0.579689,6.295,-0.00031,-0.000049
-0.579689,6.298,-0.000309,-0.000049
-0.579689,6.301,-0.000309,-0.000049
-0.579689,6.304,-0.000308,-0.000049
-0.579689,6.307,-0.000307,-0.000049
-0.579689,6.31,-0.000306,-0.000048
-0.579689,6.313,-0.000305,-0.000048
-0.579689,6.316,-0.000304,-0.000048
-0.579689,6.319,-0.000303,-0.000048
-0.579689,6.322,-0.000303,-0.000048
-0.579689,6.325,-0.000302,-0.000048
-0.579689,6.328,-0.000301,-0.000048
-0.579689,6.331,-0.0003,-0.000047
-0.579689,6.334,-0.000299,-0.000047
-0.579689,6.337,-0.000298,-0.000047
-0.579689,6.34,-0.000297,-0.000047
-0.579689,6.343,-0.000297,-0.000047
-0.579689,6.346,-0.000296,-0.000047
-0.579689,6.349,-0.000295,-0.000046
-0.579689,6.352,-0.000294,-0.000046
-0.579689,6.355,-0.000293,-0.000046
-0.579689,6.358,-0.000292,-0.000046
-0.579689,6.361,-0.000292,-0.000046
-0.579689,6.364,-0.000291,-0.000046
-0.579689,6.367,-0.00029,-0.000046
-0.579689,6.37,-0.000289,-0.000045
-0.579689,6.373,-0.000288,-0.000045
-0.579689,6.376,-0.000287,-0.000045
-0.579689,6.379,-0.000287,-0.000045
-0.579689,6.382,-0.000286,-0.000045
-0.579689,6.385,-0.000285,-0.000045
-0.579689,6.388,-0.000284,-0.000044
-0.579689,6.391,-0.000283,-0.000044
-0.579689,6.394,-0.000283,-0.000044
-0.579689,6.397,-0.000282,-0.000044
-0.579689,6.4,-0.000281,-0.000044
-0.579689,6.403,-0.00028,-0.000044
-0.579689,6.406,-0.000279,-0.000044
-0.579689,6.409,-0.000279,-0.000043
-0.579689,6.412,-0.000278,-0.000043
-0.579689,6.415,-0.000277,-0.000043
-0.579689,6.418,-0.000276,-0.000043
-0.579689,6.421,-0.000275,-0.000043
-0.579689,6.424,-0.000275,-0.000043
-0.579689,6.427,-0.000274,-0.000043
-0.579689,6.43,-0.000273,-0.000042
-0.579689,6.433,-0.000272,-0.000042
-0.579689,6.436,-0.000272,-0.000042
-0.579689,6.439,-0.000271,-0.000042
-0.579689,6.442,-0.00027,-0.000042
-0.579689,6.445,-0.000269,-0.000042
-0.579689,6.448,-0.000268,-0.000042
-0.579689,6.451,-0.000268,-0.000042
-0.579689,6.454,-0.000267,-0.000041
-0.579689,6.457,-0.000266,-0.000041
-0.579689,6.46,-0.000265,-0.000041
-0.579689,6.463,-0.000265,-0.000041
-0.579689,6.466,-0.000264,-0.000041
-0.579689,6.469,-0.000263,-0.000041
-0.579689,6.472,-0.000262,-0.000041
-0.579689,6.475,-0.000262,-0.00004
-0.579689,6.478,-0.000261,-0.00004
-0.579689,6.481,-0.00026,-0.00004
-0.579689,6.484,-0.000259,-0.00004
-0.579689,6.487,-0.000259,-0.00004
-0.579689,6.49,-0.000258,-0.00004
-0.579689,6.493,-0.000257,-0.00004
-0.579689,6.496,-0.000257,-0.000039
-0.579689,6.499,-0.000256,-0.000039
-0.579689,6.502,-0.000255,-0.000039
-0.579689,6.505,-0.000254,-0.000039
-0.579689,6.508,-0.000254,-0.000039
-0.579689,6.511,-0.000253,-0.000039
-0.579689,6.514,-0.000252,-0.000039
-0.579689,6.517,-0.000251,-0.000039
-0.579689,6.52,-0.000251,-0.000038
-0.579689,6.523,-0.00025,-0.000038
-0.579689,6.526,-0.000249,-0.000038
-0.579689,6.529,-0.000249,-0.000038
-0.579689,6.532,-0.000248,-0.000038
-0.579689,6.535,-0.000247,-0.000038
-0.579689,6.538,-0.000246,-0.000038
-0.579689,6.541,-0.000246,-0.000038
-0.579689,6.544,-0.000245,-0.000037
-0.579689,6.547,-0.000244,-0.000037
-0.579689,6.55,-0.000244,-0.000037
-0.579689,6.553,-0.000243,-0.000037
-0.579689,6.556,-0.000242,-0.000037
-0.579689,6.559,-0.000242,-0.000037
-0.579689,6.562,-0.000241,-0.000037
-0.579689,6.565,-0.00024,-0.000037
-0.579689,6.568,-0.00024,-0.000036
-0.579689,6.571,-0.000239,-0.000036
-0.579689,6.574,-0.000238,-0.000036
-0.579689,6.577,-0.000238,-0.000036
-0.579689,6.58,-0.000237,-0.000036
-0.579689,6.583,-0.000236,-0.000036
-0.579689,6.586,-0.000235,-0.000036
-0.579689,6.589,-0.000235,-0.000036
-0.579689,6.592,-0.000234,-0.000036
-0.579689,6.595,-0.000233,-0.000035
-0.579689,6.598,-0.000233,-0.000035
-0.579689,6.601,-0.000232,-0.000035
-0.579689,6.604,-0.000232,-0.000035
-0.579689,6.607,-0.000231,-0.000035
-0.579689,6.61,-0.00023,-0.000035
-0.579689,6.613,-0.00023,-0.000035
-0.579689,6.616,-0.000229,-0.000035
-0.579689,6.619,-0.000228,-0.000034
-0.579689,6.622,-0.000228,-0.000034
-0.579689,6.625,-0.000227,-0.000034
-0.579689,6.628,-0.000226,-0.000034
-0.579689,6.631,-0.000226,-0.000034
-0.579689,6.634,-0.000225,-0.000034
-0.579689,6.637,-0.000224,-0.000034
-0.579689,6.64,-0.000224,-0.000034
-0.579689,6.643,-0.000223,-0.000034
-0.579689,6.646,-0.000222,-0.000033
-0.579689,6.649,-0.000222,-0.000033
-0.579689,6.652,-0.000221,-0.000033
-0.579689,6.655,-0.000221,-0.000033
-0.579689,6.658,-0.00022,-0.000033
-0.579689,6.661,-0.000219,-0.000033
-0.579689,6.664,-0.000219,-0.000033
-0.579689,6.667,-0.000218,-0.000033
-0.579689,6.67,-0.000217,-0.000033
-0.579689,6.673,-0.000217,-0.000032
-0.579689,6.676,-0.000216,-0.000032
-0.579689,6.679,-0.000216,-0.000032
-0.579689,6.682,-0.000215,-0.000032
-0.579689,6.685,-0.000214,-0.000032
-0.579689,6.688,-0.000214,-0.000032
-0.579689,6.691,-0.000213,-0.000032
-0.579689,6.694,-0.000212,-0.000032
-0.579689,6.697,-0.000212,-0.000032
-0.579689,6.7,-0.000211,-0.000032
-0.579689,6.703,-0.000211,-0.000031
-0.579689,6.706,-0.00021,-0.000031
-0.579689,6.709,-0.000209,-0.000031
-0.579689,6.712,-0.000209,-0.000031
-0.579689,6.715,-0.000208,-0.000031
-0.579689,6.718,-0.000208,-0.000031
-0.579689,6.721,-0.000207,-0.000031
-0.579689,6.724,-0.000206,-0.000031
-0.579689,6.727,-0.000206,-0.000031
-0.579689,6.73,-0.000205,-0.000031
-0.579689,6.733,-0.000205,-0.00003
-0.579689,6.736,-0.000204,-0.00003
-0.579689,6.739,-0.000204,-0.00003
-0.579689,6.742,-0.000203,-0.00003
-0.579689,6.745,-0.000202,-0.00003
-0.579689,6.748,-0.000202,-0.00003
-0.579689,6.751,-0.000201,-0.00003
-0.579689,6.754,-0.000201,-0.00003
-0.579689,6.757,-0.0002,-0.00003
-0.579689,6.76,-0.0002,-0.00003
-0.579689,6.763,-0.000199,-0.000029
-0.579689,6.766,-0.000198,-0.000029
-0.579689,6.769,-0.000198,-0.000029
-0.579689,6.772,-0.000197,-0.000029
-0.579689,6.775,-0.000197,-0.000029
-0.579689,6.778,-0.000196,-0.000029
-0.579689,6.781,-0.000196,-0.000029
-0.579689,6.784,-0.000195,-0.000029
-0.579689,6.787,-0.000194,-0.000029
-0.579689,6.79,-0.000194,-0.000029
-0.579689,6.793,-0.000193,-0.000028
-0.579689,6.796,-0.000193,-0.000028
-0.579689,6.799,-0.000192,-0.000028
-0.579689,6.802,-0.000192,-0.000028
-0.579689,6.805,-0.000191,-0.000028
-0.579689,6.808,-0.000191,-0.000028
-0.579689,6.811,-0.00019,-0.000028
-0.579689,6.814,-0.000189,-0.000028
-0.579689,6.817,-0.000189,-0.000028
-0.579689,6.82,-0.000188,-0.000028
-0.579689,6.823,-0.000188,-0.000028
-0.579689,6.826,-0.000187,-0.000027
-0.579689,6.829,-0.000187,-0.000027
-0.579689,6.832,-0.000186,-0.000027
-0.579689,6.835,-0.000186,-0.000027
-0.579689,6.838,-0.000185,-0.000027
-0.579689,6.841,-0.000185,-0.000027
-0.579689,6.844,-0.000184,-0.000027
-0.579689,6.847,-0.000184,-0.000027
-0.579689,6.85,-0.000183,-0.000027
-0.579689,6.853,-0.000183,-0.000027
-0.579689,6.856,-0.000182,-0.000027
-0.579689,6.859,-0.000182,-0.000026
-0.579689,6.862,-0.000181,-0.000026
-0.579689,6.865,-0.00018,-0.000026
-0.579689,6.868,-0.00018,-0.000026
-0.579689,6.871,-0.000179,-0.000026
-0.579689,6.874,-0.000179,-0.000026
-0.579689,6.877,-0.000178,-0.000026
-0.579689,6.88,-0.000178,-0.000026
-0.579689,6.883,-0.000177,-0.000026
-0.579689,6.886,-0.000177,-0.000026
-0.579689,6.889,-0.000176,-0.000026
-0.579689,6.892,-0.000176,-0.000026
-0.579689,6.895,-0.000175,-0.000025
-0.579689,6.898,-0.000175,-0.000025
-0.579689,6.901,-0.000174,-0.000025
-0.579689,6.904,-0.000174,-0.000025
-0.579689,6.907,-0.000173,-0.000025
-0.579689,6.91,-0.000173,-0.000025
-0.579689,6.913,-0.000172,-0.000025
-0.579689,6.916,-0.000172,-0.000025
-0.579689,6.919,-0.000171,-0.000025
-0.579689,6.922,-0.000171,-0.000025
-0.579689,6.925,-0.00017,-0.000025
-0.579689,6.928,-0.00017,-0.000025
-0.579689,6.931,-0.000169,-0.000024
-0.579689,6.934,-0.000169,-0.000024
-0.579689,6.937,-0.000168,-0.000024
-0.579689,6.94,-0.000168,-0.000024
-0.579689,6.943,-0.000168,-0.000024
-0.579689,6.946,-0.000167,-0.000024
-0.579689,6.949,-0.000167,-0.000024
-0.579689,6.952,-0.000166,-0.000024
-0.579689,6.955,-0.000166,-0.000024
-0.579689,6.958,-0.000165,-0.000024
-0.579689,6.961,-0.000165,-0.000024
-0.579689,6.964,-0.000164,-0.000024
-0.579689,6.967,-0.000164,-0.000023
-0.579689,6.97,-0.000163,-0.000023
-0.579689,6.973,-0.000163,-0.000023
-0.579689,6.976,-0.000162,-0.000023
-0.579689,6.979,-0.000162,-0.000023
-0.579689,6.982,-0.000161,-0.000023
-0.579689,6.985,-0.000161,-0.000023
-0.579689,6.988,-0.00016,-0.000023
-0.579689,6.991,-0.00016,-0.000023
-0.579689,6.994,-0.00016,-0.000023
-0.579689,6.997,-0.000159,-0.000023
-0.579689,7,-0.000159,-0.000023
-0.579689,7.003,-0.000158,-0.000023
-0.579689,7.006,-0.000158,-0.000023
-0.579689,7.009,-0.000157,-0.000022
-0.579689,7.012,-0.000157,-0.000022
-0.579689,7.015,-0.000156,-0.000022
-0.579689,7.018,-0.000156,-0.000022
-0.579689,7.021,-0.000155,-0.000022
-0.579689,7.024,-0.000155,-0.000022
-0.579689,7.027,-0.000155,-0.000022
-0.579689,7.03,-0.000154,-0.000022
-0.579689,7.033,-0.000154,-0.000022
-0.579689,7.036,-0.000153,-0.000022
-0.579689,7.039,-0.000153,-0.000022
-0.579689,7.042,-0.000152,-0.000022
-0.579689,7.045,-0.000152,-0.000022
-0.579689,7.048,-0.000151,-0.000021
-0.579689,7.051,-0.000151,-0.000021
-0.579689,7.054,-0.000151,-0.000021
-0.579689,7.057,-0.00015,-0.000021
-0.579689,7.06,-0.00015,-0.000021
-0.579689,7.063,-0.000149,-0.000021
-0.579689,7.066,-0.000149,-0.000021
-0.579689,7.069,-0.000148,-0.000021
-0.579689,7.072,-0.000148,-0.000021
-0.579689,7.075,-0.000148,-0.000021
-0.579689,7.078,-0.000147,-0.000021
-0.579689,7.081,-0.000147,-0.000021
-0.579689,7.084,-0.000146,-0.000021
-0.579689,7.087,-0.000146,-0.000021
-0.579689,7.09,-0.000145,-0.000021
-0.579689,7.093,-0.000145,-0.00002
-0.579689,7.096,-0.000145,-0.00002
-0.579689,7.099,-0.000144,-0.00002
-0.579689,7.102,-0.000144,-0.00002
-0.579689,7.105,-0.000143,-0.00002
-0.579689,7.108,-0.000143,-0.00002
-0.579689,7.111,-0.000143,-0.00002
-0.579689,7.114,-0.000142,-0.00002
-0.579689,7.117,-0.000142,-0.00002
-0.579689,7.12,-0.000141,-0.00002
-0.579689,7.123,-0.000141,-0.00002
-0.579689,7.126,-0.000141,-0.00002
-0.579689,7.129,-0.00014,-0.00002
-0.579689,7.132,-0.00014,-0.00002
-0.579689,7.135,-0.000139,-0.00002
-0.579689,7.138,-0.000139,-0.000019
-0.579689,7.141,-0.000139,-0.000019
-0.579689,7.144,-0.000138,-0.000019
-0.579689,7.147,-0.000138,-0.000019
-0.579689,7.15,-0.000137,-0.000019
-0.579689,7.153,-0.000137,-0.000019
-0.579689,7.156,-0.000137,-0.000019
-0.579689,7.159,-0.000136,-0.000019
-0.579689,7.162,-0.000136,-0.000019
-0.579689,7.165,-0.000135,-0.000019
-0.579689,7.168,-0.000135,-0.000019
-0.579689,7.171,-0.000135,-0.000019
-0.579689,7.174,-0.000134,-0.000019
-0.579689,7.177,-0.000134,-0.000019
-0.579689,7.18,-0.000133,-0.000019
-0.579689,7.183,-0.000133,-0.000019
-0.579689,7.186,-0.000133,-0.000018
-0.579689,7.189,-0.000132,-0.000018
-0.579689,7.192,-0.000132,-0.000018
-0.579689,7.195,-0.000132,-0.000018
-0.579689,7.198,-0.000131,-0.000018
-0.579689,7.201,-0.000131,-0.000018
-0.579689,7.204,-0.00013,-0.000018
-0.579689,7.207,-0.00013,-0.000018
-0.579689,7.21,-0.00013,-0.000018
-0.579689,7.213,-0.000129,-0.000018
-0.579689,7.216,-0.000129,-0.000018
-0.579689,7.219,-0.000129,-0.000018
-0.579689,7.222,-0.000128,-0.000018
-0.579689,7.225,-0.000128,-0.000018
-0.579689,7.228,-0.000127,-0.000018
-0.579689,7.231,-0.000127,-0.000018
-0.579689,7.234,-0.000127,-0.000018
-0.579689,7.237,-0.000126,-0.000017
-0.579689,7.24,-0.000126,-0.000017
-0.579689,7.243,-0.000126,-0.000017
-0.579689,7.246,-0.000125,-0.000017
-0.579689,7.249,-0.000125,-0.000017
-0.579689,7.252,-0.000125,-0.000017
-0.579689,7.255,-0.000124,-0.000017
-0.579689,7.258,-0.000124,-0.000017
-0.579689,7.261,-0.000123,-0.000017
-0.579689,7.264,-0.000123,-0.000017
-0.579689,7.267,-0.000123,-0.000017
-0.579689,7.27,-0.000122,-0.000017
-0.579689,7.273,-0.000122,-0.000017
-0.579689,7.276,-0.000122,-0.000017
-0.579689,7.279,-0.000121,-0.000017
-0.579689,7.282,-0.000121,-0.000017
-0.579689,7.285,-0.000121,-0.000017
-0.579689,7.288,-0.00012,-0.000017
-0.579689,7.291,-0.00012,-0.000016
-0.579689,7.294,-0.00012,-0.000016
-0.579689,7.297,-0.000119,-0.000016
-0.579689,7.3,-0.000119,-0.000016
-0.579689,7.303,-0.000119,-0.000016
-0.579689,7.306,-0.000118,-0.000016
-0.579689,7.309,-0.000118,-0.000016
-0.579689,7.312,-0.000118,-0.000016
-0.579689,7.315,-0.000117,-0.000016
-0.579689,7.318,-0.000117,-0.000016
-0.579689,7.321,-0.000117,-0.000016
-0.579689,7.324,-0.000116,-0.000016
-0.579689,7.327,-0.000116,-0.000016
-0.579689,7.33,-0.000115,-0.000016
-0.579689,7.333,-0.000115,-0.000016
-0.579689,7.336,-0.000115,-0.000016
-0.579689,7.339,-0.000115,-0.000016
-0.579689,7.342,-0.000114,-0.000016
-0.579689,7.345,-0.000114,-0.000015
-0.579689,7.348,-0.000114,-0.000015
-0.579689,7.351,-0.000113,-0.000015
-0.579689,7.354,-0.000113,-0.000015
-0.579689,7.357,-0.000113,-0.000015
-0.579689,7.36,-0.000112,-0.000015
-0.579689,7.363,-0.000112,-0.000015
-0.579689,7.366,-0.000112,-0.000015
-0.579689,7.369,-0.000111,-0.000015
-0.579689,7.372,-0.000111,-0.000015
-0.579689,7.375,-0.000111,-0.000015
-0.579689,7.378,-0.00011,-0.000015
-0.579689,7.381,-0.00011,-0.000015
-0.579689,7.384,-0.00011,-0.000015
-0.579689,7.387,-0.000109,-0.000015
-0.579689,7.39,-0.000109,-0.000015
-0.579689,7.393,-0.000109,-0.000015
-0.579689,7.396,-0.000108,-0.000015
-0.579689,7.399,-0.000108,-0.000015
-0.579689,7.402,-0.000108,-0.000015
-0.579689,7.405,-0.000107,-0.000015
-0.579689,7.408,-0.000107,-0.000014
-0.579689,7.411,-0.000107,-0.000014
-0.579689,7.414,-0.000107,-0.000014
-0.579689,7.417,-0.000106,-0.000014
-0.579689,7.42,-0.000106,-0.000014
-0.579689,7.423,-0.000106,-0.000014
-0.579689,7.426,-0.000105,-0.000014
-0.579689,7.429,-0.000105,-0.000014
-0.579689,7.432,-0.000105,-0.000014
-0.579689,7.435,-0.000104,-0.000014
-0.579689,7.438,-0.000104,-0.000014
-0.579689,7.441,-0.000104,-0.000014
