Photoelectron Energy,(d3p->es)^2/4,(d3p->ed)^2,Total
-0.5680000001760199,0.2682144844109432,12.070244179868213,12.338458664279157
-0.5670000001285225,0.266896638752164,11.988651482440662,12.255548121192826
-0.566000000081025,0.26558773133450864,11.90724657185374,12.17283430318825
-0.5650000000335276,0.264287669525611,11.826039820846333,12.090327490371944
-0.5639999999860301,0.26299636260231113,11.745041084985873,12.008037447588185
-0.5629999999385327,0.26171372172403656,11.664259722598372,11.925973444322409
-0.5619999998910352,0.26043965982851797,11.583704614420574,11.844144274249093
-0.5609999998435378,0.25917409184115386,11.503384183680481,11.762558275521634
-0.5599999997960403,0.25791693420391953,11.423306415563607,11.681223349767526
-0.5589999997485429,0.2566681051123067,11.343478876823761,11.600146981936067
-0.5579999997010454,0.2554275244832268,11.263908734809702,11.51933625929293
-0.556999999653548,0.25419511395874,11.184602776237691,11.438797890196431
-0.5559999996060505,0.2529707964755853,11.10556742557392,11.358538222049505
-0.5549999995585531,0.25175449684804485,11.026808762921664,11.27856325976971
-0.5539999995110556,0.2505461409740571,10.948332541435063,11.19887868240912
-0.5529999994635582,0.24934565668527134,10.87014420415256,11.119489860837831
-0.5519999994160607,0.24815297287391394,10.792248900617558,11.040401873491472
-0.5509999993685633,0.24696802004548948,10.714651502231867,10.961619522277356
-0.5499999993210658,0.24579072987313666,10.63735661763131,10.883147347504448
-0.5489999992735684,0.2446210354097531,10.560368607586042,10.804989642995796
-0.5479999992260709,0.2434588711376435,10.483691598060412,10.727150469198056
-0.5469999991785734,0.24230417234136406,10.407329495130297,10.64963366747166
-0.545999999131076,0.24115687612344425,10.331285996200995,10.572442872324439
-0.5449999990835785,0.24001692018463064,10.255564602871443,10.495581523056075
-0.5439999990360811,0.23888424366620792,10.180168632657809,10.419052876324017
-0.5429999989885836,0.23775878660437497,10.105101230351117,10.342860016955493
-0.5419999989410862,0.23664049032751852,10.03036537527059,10.267005865598108
-0.5409999988935887,0.2355292969798966,9.9559638963935,10.191493193373397
-0.5399999988460913,0.23442514973960119,9.88189947732051,10.116324627060113
-0.5389999987985938,0.23332799297658643,9.808174667695084,10.041502660671672
-0.5379999987510964,0.23223777154632308,9.734791887099954,9.967029658646277
-0.5369999987035989,0.23115443156830592,9.66175343782954,9.892907869397847
-0.5359999986561015,0.23007791989950327,9.58906151093858,9.819139430838083
-0.534999998608604,0.2290081841807666,9.516718188217407,9.745726372398174
-0.5339999985611066,0.22794517300117179,9.444725453983567,9.67267062698474
-0.5329999985136091,0.22688883553080594,9.373085199239569,9.599974034770375
-0.5319999984661117,0.225839121890917,9.301799224654268,9.527638346545185
-0.5309999984186142,0.2247959828734132,9.230869247639147,9.45566523051256
-0.5299999983711168,0.2237593698349334,9.160296909854255,9.384056279689188
-0.5289999983236193,0.2227292350164035,9.090083770493145,9.312813005509549
-0.5279999982761219,0.22170553120156003,9.020231322695192,9.241936853896751
-0.5269999982286244,0.2206882117706866,8.950740991373953,9.17142920314464
-0.525999998181127,0.21967723078698403,8.881614134788139,9.101291365575122
-0.5249999981336295,0.2186725427514095,8.812852050341707,9.031524593093117
-0.5239999980861321,0.2176741029819311,8.744455977407958,8.962130080389889
-0.5229999980386346,0.21668186718959961,8.676427093279521,8.893108960469121
-0.5219999979911372,0.21569579150283905,8.608766525150125,8.824462316652964
-0.5209999979436397,0.2147158327654258,8.541475342462517,8.756191175227944
-0.5199999978961423,0.21374194816698863,8.47455456832998,8.688296516496969
-0.5189999978486448,0.21277409533630753,8.408005167955958,8.620779263292265
-0.5179999978011474,0.21181223252776935,8.341828063699362,8.553640296227131
-0.5169999977536499,0.21085631820370354,8.276024126691668,8.486880444895371
-0.5159999977061525,0.20990631148926778,8.210594180502603,8.420500491991872
-0.514999997658655,0.20896217166575023,8.145539003781318,8.354501175447067
-0.5139999976111576,0.20802385849115834,8.080859325360633,8.288883183851791
-0.5129999975636601,0.20709133221688109,8.016555834259584,8.223647166476466
-0.5119999975161627,0.20616455332416994,7.952629167478575,8.158793720802745
-0.5109999974686652,0.2052434826765754,7.889079924141313,8.094323406817889
-0.5099999974211678,0.2043280813895797,7.825908650757787,8.030236732147367
-0.5089999973736703,0.20341831109817396,7.763115857118593,7.966534168216767
-0.5079999973261728,0.20251413355511752,7.700702002595521,7.903216136150639
-0.5069999972786754,0.20161551091454877,7.638667503527496,7.840283014442045
-0.505999997231178,0.20072240560600318,7.577012734786496,7.777735140392499
-0.5049999971836805,0.19983478031684862,7.515738021546032,7.715572801862881
-0.503999997136183,0.19895259801833395,7.4548436508651035,7.653796248883437
-0.5029999970886856,0.19807582196188303,7.394329859110221,7.592405681072104
-0.5019999970411881,0.19720441560634913,7.334196839019051,7.5314012546254006
-0.5009999969936907,0.1963383427417595,7.2744447364531615,7.470783079194921
-0.49999999694619324,0.19547756729332866,7.2150736570876095,7.410551224380939
-0.4989999968986958,0.1946220534732065,7.156083660708023,7.350705714181229
-0.49799999685119833,0.19377176576339303,7.097474754837501,7.291246520600894
-0.4969999968037009,0.19292666875528525,7.039246910878071,7.232173579633356
-0.49599999675620343,0.19208672733700605,6.981400044804226,7.173486772141232
-0.494999996708706,0.19125190657343386,6.923934036544202,7.115185943117636
-0.49399999666120853,0.19042217173355738,6.866848711272036,7.057270883005593
-0.4929999966137111,0.18959748832871795,6.810143853953196,6.999741342281914
-0.4919999965662136,0.18877782194922046,6.7538192033681606,6.942597025317381
-0.4909999965187162,0.18796313850538438,6.697874448791079,6.885837587296463
-0.4899999964712187,0.18715340400251795,6.642309234335472,6.82946263833799
